,Generation,Best Solution,m,n,k,Iteration
0,20000,26939,2,3,20,60
2,1000,31436,2,3,50,60
1,10000,29153,2,3,50,60
0,20000,27779,2,3,50,60
2,1000,26872,2,5,10,60
1,10000,24406,2,5,10,60
0,20000,23045,2,5,10,60
2,1000,25993,2,5,20,60
1,10000,23963,2,5,20,60
0,20000,23374,2,5,20,60
2,1000,27636,2,5,50,60
1,10000,27110,2,5,50,60
0,20000,26228,2,5,50,60
2,1000,29131,2,8,10,60
1,10000,24427,2,8,10,60
0,20000,22806,2,8,10,60
2,1000,29712,2,8,20,60
1,10000,26316,2,8,20,60
0,20000,25283,2,8,20,60
2,1000,37920,2,8,50,60
1,10000,29243,2,8,50,60
0,20000,27870,2,8,50,60
2,1000,35374,3,3,10,60
1,10000,28503,3,3,10,60
0,20000,25553,3,3,10,60
2,1000,33002,3,3,20,60
1,10000,28843,3,3,20,60
0,20000,27444,3,3,20,60
2,1000,39549,3,3,50,60
1,10000,34440,3,3,50,60
0,20000,30720,3,3,50,60
2,1000,26309,3,5,10,60
1,10000,24813,3,5,10,60
0,20000,23143,3,5,10,60
2,1000,29261,3,5,20,60
1,10000,24627,3,5,20,60
0,20000,23839,3,5,20,60
2,1000,27271,3,5,50,60
1,10000,25908,3,5,50,60
0,20000,24560,3,5,50,60
2,1000,27117,3,8,10,60
1,10000,24098,3,8,10,60
0,20000,23938,3,8,10,60
2,1000,57077,3,8,20,60
1,10000,53228,3,8,20,60
0,20000,34336,3,8,20,60
2,1000,31223,3,8,50,60
1,10000,28380,3,8,50,60
0,20000,25857,3,8,50,60
2,1000,26429,5,3,10,60
1,10000,24200,5,3,10,60
0,20000,23631,5,3,10,60
2,1000,26086,5,3,20,60
1,10000,24666,5,3,20,60
0,20000,24142,5,3,20,60
2,1000,28115,5,3,50,60
1,10000,24750,5,3,50,60
0,20000,24401,5,3,50,60
2,1000,28287,5,5,10,60
1,10000,24083,5,5,10,60
0,20000,23421,5,5,10,60
2,1000,32626,5,5,20,60
1,10000,25486,5,5,20,60
0,20000,23220,5,5,20,60
2,1000,33557,5,5,50,60
1,10000,28365,5,5,50,60
0,20000,26672,5,5,50,60
2,1000,24946,5,8,10,60
1,10000,22855,5,8,10,60
0,20000,22823,5,8,10,60
2,1000,26765,5,8,20,60
1,10000,22357,5,8,20,60
0,20000,26700,5,8,20,60
2,1000,26065,5,8,50,60
1,10000,24081,5,8,50,60
0,20000,23457,5,8,50,60
2,1000,25181,2,3,10,61
1,10000,24813,2,3,10,61
0,20000,24577,2,3,10,61
2,1000,48466,2,3,20,61
1,10000,40967,2,3,20,61
0,20000,32234,2,3,20,61
2,1000,24689,2,3,50,61
1,10000,24473,2,3,50,61
0,20000,24040,2,3,50,61
2,1000,31589,2,5,10,61
1,10000,28384,2,5,10,61
0,20000,24729,2,5,10,61
2,1000,35264,2,5,20,61
1,10000,31591,2,5,20,61
0,20000,28284,2,5,20,61
2,1000,27232,2,5,50,61
1,10000,26327,2,5,50,61
0,20000,24609,2,5,50,61
2,1000,29940,2,8,10,61
1,10000,24498,2,8,10,61
0,20000,23437,2,8,10,61
2,1000,33782,2,8,20,61
1,10000,28782,2,8,20,61
0,20000,26390,2,8,20,61
2,1000,26606,2,8,50,61
1,10000,26187,2,8,50,61
0,20000,24758,2,8,50,61
2,1000,26578,3,3,10,61
1,10000,24579,3,3,10,61
0,20000,23651,3,3,10,61
2,1000,29372,3,3,20,61
1,10000,25889,3,3,20,61
0,20000,23892,3,3,20,61
2,1000,27734,3,3,50,61
1,10000,26126,3,3,50,61
0,20000,23814,3,3,50,61
2,1000,27761,3,5,10,61
1,10000,24417,3,5,10,61
0,20000,22655,3,5,10,61
2,1000,28234,3,5,20,61
1,10000,25792,3,5,20,61
0,20000,23029,3,5,20,61
2,1000,28529,3,5,50,61
1,10000,26214,3,5,50,61
0,20000,25639,3,5,50,61
2,1000,28595,3,8,10,61
1,10000,23646,3,8,10,61
0,20000,22719,3,8,10,61
2,1000,29064,3,8,20,61
1,10000,26519,3,8,20,61
0,20000,23945,3,8,20,61
2,1000,31727,3,8,50,61
1,10000,27541,3,8,50,61
0,20000,26400,3,8,50,61
2,1000,28860,5,3,10,61
1,10000,25394,5,3,10,61
0,20000,23302,5,3,10,61
2,1000,27878,5,3,20,61
1,10000,26378,5,3,20,61
0,20000,25188,5,3,20,61
2,1000,28427,5,3,50,61
1,10000,26981,5,3,50,61
0,20000,24827,5,3,50,61
2,1000,28623,5,5,10,61
1,10000,23204,5,5,10,61
0,20000,22424,5,5,10,61
2,1000,26520,5,5,20,61
1,10000,24517,5,5,20,61
0,20000,23453,5,5,20,61
2,1000,25441,5,5,50,61
1,10000,24548,5,5,50,61
0,20000,23383,5,5,50,61
2,1000,30179,5,8,10,61
1,10000,24300,5,8,10,61
0,20000,22886,5,8,10,61
2,1000,30787,5,8,20,61
1,10000,25907,5,8,20,61
0,20000,23998,5,8,20,61
2,1000,24792,5,8,50,61
1,10000,23172,5,8,50,61
0,20000,22409,5,8,50,61
2,1000,27114,2,3,10,62
1,10000,25635,2,3,10,62
0,20000,23974,2,3,10,62
2,1000,26806,2,3,20,62
1,10000,26253,2,3,20,62
0,20000,25555,2,3,20,62
2,1000,33142,2,3,50,62
1,10000,30686,2,3,50,62
0,20000,28633,2,3,50,62
2,1000,26852,2,5,10,62
1,10000,23960,2,5,10,62
0,20000,23143,2,5,10,62
2,1000,26560,2,5,20,62
1,10000,24528,2,5,20,62
0,20000,23797,2,5,20,62
2,1000,31568,2,5,50,62
1,10000,28554,2,5,50,62
0,20000,26848,2,5,50,62
2,1000,30687,2,8,10,62
1,10000,25163,2,8,10,62
0,20000,23870,2,8,10,62
2,1000,28416,2,8,20,62
1,10000,24159,2,8,20,62
0,20000,22422,2,8,20,62
2,1000,35958,2,8,50,62
1,10000,29785,2,8,50,62
0,20000,28028,2,8,50,62
2,1000,33588,3,3,10,62
1,10000,25366,3,3,10,62
0,20000,23700,3,3,10,62
2,1000,26678,3,3,20,62
1,10000,25084,3,3,20,62
0,20000,24159,3,3,20,62
2,1000,35019,3,3,50,62
1,10000,29605,3,3,50,62
0,20000,27646,3,3,50,62
2,1000,26670,3,5,10,62
1,10000,23626,3,5,10,62
0,20000,23039,3,5,10,62
2,1000,31543,3,5,20,62
1,10000,27512,3,5,20,62
0,20000,26153,3,5,20,62
2,1000,26579,3,5,50,62
1,10000,25302,3,5,50,62
0,20000,24450,3,5,50,62
2,1000,38681,3,8,10,62
1,10000,26473,3,8,10,62
0,20000,24419,3,8,10,62
2,1000,30225,3,8,20,62
1,10000,24994,3,8,20,62
0,20000,23688,3,8,20,62
2,1000,26637,3,8,50,62
1,10000,26168,3,8,50,62
0,20000,25208,3,8,50,62
2,1000,37377,5,3,10,62
1,10000,24697,5,3,10,62
0,20000,23494,5,3,10,62
2,1000,27561,5,3,20,62
1,10000,24725,5,3,20,62
0,20000,23817,5,3,20,62
2,1000,30065,5,3,50,62
1,10000,26653,5,3,50,62
0,20000,25261,5,3,50,62
2,1000,26280,5,5,10,62
1,10000,22797,5,5,10,62
0,20000,22346,5,5,10,62
2,1000,28710,5,5,20,62
1,10000,25613,5,5,20,62
0,20000,24434,5,5,20,62
2,1000,27761,5,5,50,62
1,10000,26638,5,5,50,62
0,20000,25306,5,5,50,62
2,1000,44552,5,8,10,62
1,10000,27088,5,8,10,62
0,20000,22748,5,8,10,62
2,1000,32319,5,8,20,62
1,10000,26497,5,8,20,62
0,20000,24387,5,8,20,62
2,1000,26205,5,8,50,62
1,10000,23849,5,8,50,62
0,20000,23482,5,8,50,62
2,1000,27098,2,3,10,63
1,10000,25601,2,3,10,63
0,20000,24877,2,3,10,63
2,1000,26705,2,3,20,63
1,10000,26223,2,3,20,63
0,20000,25207,2,3,20,63
2,1000,33819,2,3,50,63
1,10000,31661,2,3,50,63
0,20000,29332,2,3,50,63
2,1000,25112,2,5,10,63
1,10000,24231,2,5,10,63
0,20000,23861,2,5,10,63
2,1000,30401,2,5,20,63
1,10000,27260,2,5,20,63
0,20000,24600,2,5,20,63
2,1000,27993,2,5,50,63
1,10000,26892,2,5,50,63
0,20000,26208,2,5,50,63
2,1000,26750,2,8,10,63
1,10000,23570,2,8,10,63
0,20000,22833,2,8,10,63
2,1000,30887,2,8,20,63
1,10000,28185,2,8,20,63
0,20000,24957,2,8,20,63
2,1000,25844,2,8,50,63
1,10000,24883,2,8,50,63
0,20000,24732,2,8,50,63
2,1000,31052,3,3,10,63
1,10000,26458,3,3,10,63
0,20000,25131,3,3,10,63
2,1000,25581,3,3,20,63
1,10000,24507,3,3,20,63
0,20000,24087,3,3,20,63
2,1000,26263,3,3,50,63
1,10000,25589,3,3,50,63
0,20000,25489,3,3,50,63
2,1000,26042,3,5,10,63
1,10000,23177,3,5,10,63
0,20000,22824,3,5,10,63
2,1000,29503,3,5,20,63
1,10000,25852,3,5,20,63
0,20000,25029,3,5,20,63
2,1000,28500,3,5,50,63
1,10000,26619,3,5,50,63
0,20000,25730,3,5,50,63
2,1000,28727,3,8,10,63
1,10000,24291,3,8,10,63
0,20000,23892,3,8,10,63
2,1000,26126,3,8,20,63
1,10000,22784,3,8,20,63
0,20000,22664,3,8,20,63
2,1000,26473,3,8,50,63
1,10000,24526,3,8,50,63
0,20000,23763,3,8,50,63
2,1000,25725,5,3,10,63
1,10000,24056,5,3,10,63
0,20000,23132,5,3,10,63
2,1000,24162,5,3,20,63
1,10000,22877,5,3,20,63
0,20000,22849,5,3,20,63
2,1000,25472,5,3,50,63
1,10000,24576,5,3,50,63
0,20000,24023,5,3,50,63
2,1000,30996,5,5,10,63
1,10000,24206,5,5,10,63
0,20000,23485,5,5,10,63
2,1000,29970,5,5,20,63
1,10000,24225,5,5,20,63
0,20000,23278,5,5,20,63
2,1000,28107,5,5,50,63
1,10000,26442,5,5,50,63
0,20000,24963,5,5,50,63
2,1000,32021,5,8,10,63
1,10000,24674,5,8,10,63
0,20000,22699,5,8,10,63
2,1000,29805,5,8,20,63
1,10000,24719,5,8,20,63
0,20000,24137,5,8,20,63
2,1000,29838,5,8,50,63
1,10000,27402,5,8,50,63
0,20000,26322,5,8,50,63
2,1000,29968,2,3,10,64
1,10000,26890,2,3,10,64
0,20000,24623,2,3,10,64
2,1000,34176,2,3,20,64
1,10000,27814,2,3,20,64
0,20000,26819,2,3,20,64
2,1000,27815,2,3,50,64
1,10000,27263,2,3,50,64
0,20000,26470,2,3,50,64
2,1000,30594,2,5,10,64
1,10000,25854,2,5,10,64
0,20000,24073,2,5,10,64
2,1000,24977,2,5,20,64
1,10000,23724,2,5,20,64
0,20000,22829,2,5,20,64
2,1000,27822,2,5,50,64
1,10000,24339,2,5,50,64
0,20000,23080,2,5,50,64
2,1000,29573,2,8,10,64
1,10000,25475,2,8,10,64
0,20000,23455,2,8,10,64
2,1000,27916,2,8,20,64
1,10000,26656,2,8,20,64
0,20000,25430,2,8,20,64
2,1000,33025,2,8,50,64
1,10000,29375,2,8,50,64
0,20000,28128,2,8,50,64
2,1000,28049,3,3,10,64
1,10000,25726,3,3,10,64
0,20000,24945,3,3,10,64
2,1000,32818,3,3,20,64
1,10000,29040,3,3,20,64
0,20000,25788,3,3,20,64
2,1000,26216,3,3,50,64
1,10000,24964,3,3,50,64
0,20000,23924,3,3,50,64
2,1000,32072,3,5,10,64
1,10000,26460,3,5,10,64
0,20000,24327,3,5,10,64
2,1000,33049,3,5,20,64
1,10000,28942,3,5,20,64
0,20000,27078,3,5,20,64
2,1000,32034,3,5,50,64
1,10000,28055,3,5,50,64
0,20000,26751,3,5,50,64
2,1000,27578,3,8,10,64
1,10000,22761,3,8,10,64
0,20000,22355,3,8,10,64
2,1000,28914,3,8,20,64
1,10000,25097,3,8,20,64
0,20000,23532,3,8,20,64
2,1000,33560,3,8,50,64
1,10000,28624,3,8,50,64
0,20000,26724,3,8,50,64
2,1000,25731,5,3,10,64
1,10000,23159,5,3,10,64
0,20000,22469,5,3,10,64
2,1000,30168,5,3,20,64
1,10000,26386,5,3,20,64
0,20000,25556,5,3,20,64
2,1000,29418,5,3,50,64
1,10000,26379,5,3,50,64
0,20000,25147,5,3,50,64
2,1000,28115,5,5,10,64
1,10000,24527,5,5,10,64
0,20000,24108,5,5,10,64
2,1000,33145,5,5,20,64
1,10000,26661,5,5,20,64
0,20000,24257,5,5,20,64
2,1000,33181,5,5,50,64
1,10000,29282,5,5,50,64
0,20000,27802,5,5,50,64
2,1000,28790,5,8,10,64
1,10000,23228,5,8,10,64
0,20000,22947,5,8,10,64
2,1000,27913,5,8,20,64
1,10000,24266,5,8,20,64
0,20000,23826,5,8,20,64
2,1000,31526,5,8,50,64
1,10000,26436,5,8,50,64
0,20000,24894,5,8,50,64
2,1000,26969,2,3,10,65
1,10000,26191,2,3,10,65
0,20000,25624,2,3,10,65
2,1000,31597,2,3,20,65
1,10000,29205,2,3,20,65
0,20000,27239,2,3,20,65
2,1000,33407,2,3,50,65
1,10000,30860,2,3,50,65
0,20000,27704,2,3,50,65
2,1000,27827,2,5,10,65
1,10000,25533,2,5,10,65
0,20000,23838,2,5,10,65
2,1000,26923,2,5,20,65
1,10000,24707,2,5,20,65
0,20000,23749,2,5,20,65
2,1000,31776,2,5,50,65
1,10000,29648,2,5,50,65
0,20000,28167,2,5,50,65
2,1000,25729,2,8,10,65
1,10000,23554,2,8,10,65
0,20000,22823,2,8,10,65
2,1000,28294,2,8,20,65
1,10000,25139,2,8,20,65
0,20000,24353,2,8,20,65
2,1000,26571,2,8,50,65
1,10000,25498,2,8,50,65
0,20000,24408,2,8,50,65
2,1000,27140,3,3,10,65
1,10000,24522,3,3,10,65
0,20000,24175,3,3,10,65
2,1000,32730,3,3,20,65
1,10000,29346,3,3,20,65
0,20000,27118,3,3,20,65
2,1000,25361,3,3,50,65
1,10000,24989,3,3,50,65
0,20000,24269,3,3,50,65
2,1000,26798,3,5,10,65
1,10000,23825,3,5,10,65
0,20000,23420,3,5,10,65
2,1000,27762,3,5,20,65
1,10000,26062,3,5,20,65
0,20000,25145,3,5,20,65
2,1000,26722,3,5,50,65
1,10000,25417,3,5,50,65
0,20000,24228,3,5,50,65
2,1000,28303,3,8,10,65
1,10000,24904,3,8,10,65
0,20000,23521,3,8,10,65
2,1000,31304,3,8,20,65
1,10000,25494,3,8,20,65
0,20000,24838,3,8,20,65
2,1000,26146,3,8,50,65
1,10000,24958,3,8,50,65
0,20000,24421,3,8,50,65
2,1000,25532,5,3,10,65
1,10000,24508,5,3,10,65
0,20000,23127,5,3,10,65
2,1000,30812,5,3,20,65
1,10000,27058,5,3,20,65
0,20000,25387,5,3,20,65
2,1000,36165,5,3,50,65
1,10000,31528,5,3,50,65
0,20000,28820,5,3,50,65
2,1000,27679,5,5,10,65
1,10000,24203,5,5,10,65
0,20000,22717,5,5,10,65
2,1000,26792,5,5,20,65
1,10000,25296,5,5,20,65
0,20000,23769,5,5,20,65
2,1000,28678,5,5,50,65
1,10000,27094,5,5,50,65
0,20000,25092,5,5,50,65
2,1000,27132,5,8,10,65
1,10000,23176,5,8,10,65
0,20000,22668,5,8,10,65
2,1000,26412,5,8,20,65
1,10000,22591,5,8,20,65
0,20000,22272,5,8,20,65
2,1000,35902,5,8,50,65
1,10000,28319,5,8,50,65
0,20000,25838,5,8,50,65
2,1000,27680,2,3,10,66
1,10000,26995,2,3,10,66
0,20000,25581,2,3,10,66
2,1000,27286,2,3,20,66
1,10000,26063,2,3,20,66
0,20000,25573,2,3,20,66
2,1000,27340,2,3,50,66
1,10000,26071,2,3,50,66
0,20000,25687,2,3,50,66
2,1000,28358,2,5,10,66
1,10000,24857,2,5,10,66
0,20000,23406,2,5,10,66
2,1000,27793,2,5,20,66
1,10000,25969,2,5,20,66
0,20000,24478,2,5,20,66
2,1000,26912,2,5,50,66
1,10000,25864,2,5,50,66
0,20000,25510,2,5,50,66
2,1000,27024,2,8,10,66
1,10000,24465,2,8,10,66
0,20000,23645,2,8,10,66
2,1000,32457,2,8,20,66
1,10000,27933,2,8,20,66
0,20000,26474,2,8,20,66
2,1000,29150,2,8,50,66
1,10000,25986,2,8,50,66
0,20000,24573,2,8,50,66
2,1000,25791,3,3,10,66
1,10000,23050,3,3,10,66
0,20000,22374,3,3,10,66
2,1000,29365,3,3,20,66
1,10000,26614,3,3,20,66
0,20000,24767,3,3,20,66
2,1000,33135,3,3,50,66
1,10000,31377,3,3,50,66
0,20000,29034,3,3,50,66
2,1000,26108,3,5,10,66
1,10000,23318,3,5,10,66
0,20000,22500,3,5,10,66
2,1000,35875,3,5,20,66
1,10000,27796,3,5,20,66
0,20000,25312,3,5,20,66
2,1000,30185,3,5,50,66
1,10000,26898,3,5,50,66
0,20000,26199,3,5,50,66
2,1000,25370,3,8,10,66
1,10000,23648,3,8,10,66
0,20000,22603,3,8,10,66
2,1000,27372,3,8,20,66
1,10000,24549,3,8,20,66
0,20000,23365,3,8,20,66
2,1000,29531,3,8,50,66
1,10000,25507,3,8,50,66
0,20000,23927,3,8,50,66
2,1000,27528,5,3,10,66
1,10000,24719,5,3,10,66
0,20000,23123,5,3,10,66
2,1000,27220,5,3,20,66
1,10000,24952,5,3,20,66
0,20000,23426,5,3,20,66
2,1000,29561,5,3,50,66
1,10000,26565,5,3,50,66
0,20000,25695,5,3,50,66
2,1000,31975,5,5,10,66
1,10000,24582,5,5,10,66
0,20000,23209,5,5,10,66
2,1000,32599,5,5,20,66
1,10000,26908,5,5,20,66
0,20000,25187,5,5,20,66
2,1000,27344,5,5,50,66
1,10000,26678,5,5,50,66
0,20000,25823,5,5,50,66
2,1000,27331,5,8,10,66
1,10000,22832,5,8,10,66
0,20000,22832,5,8,10,66
2,1000,26915,5,8,20,66
1,10000,23440,5,8,20,66
0,20000,22749,5,8,20,66
2,1000,28455,5,8,50,66
1,10000,26722,5,8,50,66
0,20000,25568,5,8,50,66
2,1000,30164,2,3,10,67
1,10000,28590,2,3,10,67
0,20000,27681,2,3,10,67
2,1000,37800,2,3,20,67
1,10000,33052,2,3,20,67
0,20000,29487,2,3,20,67
2,1000,27957,2,3,50,67
1,10000,24665,2,3,50,67
0,20000,24221,2,3,50,67
2,1000,30835,2,5,10,67
1,10000,26850,2,5,10,67
0,20000,25369,2,5,10,67
2,1000,25989,2,5,20,67
1,10000,23947,2,5,20,67
0,20000,23434,2,5,20,67
2,1000,27240,2,5,50,67
1,10000,26762,2,5,50,67
0,20000,25498,2,5,50,67
2,1000,31424,2,8,10,67
1,10000,26401,2,8,10,67
0,20000,24212,2,8,10,67
2,1000,28864,2,8,20,67
1,10000,26612,2,8,20,67
0,20000,26400,2,8,20,67
2,1000,31954,2,8,50,67
1,10000,26754,2,8,50,67
0,20000,25810,2,8,50,67
2,1000,31537,3,3,10,67
1,10000,26882,3,3,10,67
0,20000,25053,3,3,10,67
2,1000,37856,3,3,20,67
1,10000,28025,3,3,20,67
0,20000,26183,3,3,20,67
2,1000,30702,3,3,50,67
1,10000,29303,3,3,50,67
0,20000,25096,3,3,50,67
2,1000,30910,3,5,10,67
1,10000,24863,3,5,10,67
0,20000,23870,3,5,10,67
2,1000,30851,3,5,20,67
1,10000,26608,3,5,20,67
0,20000,25922,3,5,20,67
2,1000,27517,3,5,50,67
1,10000,24771,3,5,50,67
0,20000,23182,3,5,50,67
2,1000,28573,3,8,10,67
1,10000,24612,3,8,10,67
0,20000,23375,3,8,10,67
2,1000,41829,3,8,20,67
1,10000,28716,3,8,20,67
0,20000,24277,3,8,20,67
2,1000,34244,3,8,50,67
1,10000,30754,3,8,50,67
0,20000,27838,3,8,50,67
2,1000,25349,5,3,10,67
1,10000,22518,5,3,10,67
0,20000,22371,5,3,10,67
2,1000,26113,5,3,20,67
1,10000,24412,5,3,20,67
0,20000,23384,5,3,20,67
2,1000,34613,5,3,50,67
1,10000,32257,5,3,50,67
0,20000,30491,5,3,50,67
2,1000,27045,5,5,10,67
1,10000,23731,5,5,10,67
0,20000,22421,5,5,10,67
2,1000,29505,5,5,20,67
1,10000,25100,5,5,20,67
0,20000,23729,5,5,20,67
2,1000,33782,5,5,50,67
1,10000,30051,5,5,50,67
0,20000,26630,5,5,50,67
2,1000,25866,5,8,10,67
1,10000,22525,5,8,10,67
0,20000,21707,5,8,10,67
2,1000,26608,5,8,20,67
1,10000,24121,5,8,20,67
0,20000,23855,5,8,20,67
2,1000,28607,5,8,50,67
1,10000,26146,5,8,50,67
0,20000,25698,5,8,50,67
2,1000,26664,2,3,10,68
1,10000,25709,2,3,10,68
0,20000,24381,2,3,10,68
2,1000,28026,2,3,20,68
1,10000,26344,2,3,20,68
0,20000,25646,2,3,20,68
2,1000,26746,2,3,50,68
1,10000,24626,2,3,50,68
0,20000,23869,2,3,50,68
2,1000,26355,2,5,10,68
1,10000,23777,2,5,10,68
0,20000,22577,2,5,10,68
2,1000,29966,2,5,20,68
1,10000,26247,2,5,20,68
0,20000,24290,2,5,20,68
2,1000,31126,2,5,50,68
1,10000,29273,2,5,50,68
0,20000,26963,2,5,50,68
2,1000,31934,2,8,10,68
1,10000,26028,2,8,10,68
0,20000,24892,2,8,10,68
2,1000,29324,2,8,20,68
1,10000,25087,2,8,20,68
0,20000,23482,2,8,20,68
2,1000,29295,2,8,50,68
1,10000,26219,2,8,50,68
0,20000,26051,2,8,50,68
2,1000,38190,3,3,10,68
1,10000,29901,3,3,10,68
0,20000,27028,3,3,10,68
2,1000,32727,3,3,20,68
1,10000,26902,3,3,20,68
0,20000,25021,3,3,20,68
2,1000,31384,3,3,50,68
1,10000,29666,3,3,50,68
0,20000,27805,3,3,50,68
2,1000,26211,3,5,10,68
1,10000,23819,3,5,10,68
0,20000,23232,3,5,10,68
2,1000,33954,3,5,20,68
1,10000,27602,3,5,20,68
0,20000,25388,3,5,20,68
2,1000,26150,3,5,50,68
1,10000,25083,3,5,50,68
0,20000,24159,3,5,50,68
2,1000,31288,3,8,10,68
1,10000,24522,3,8,10,68
0,20000,23301,3,8,10,68
2,1000,37550,3,8,20,68
1,10000,29206,3,8,20,68
0,20000,23681,3,8,20,68
2,1000,30536,3,8,50,68
1,10000,25967,3,8,50,68
0,20000,23678,3,8,50,68
2,1000,26108,5,3,10,68
1,10000,24613,5,3,10,68
0,20000,23555,5,3,10,68
2,1000,27127,5,3,20,68
1,10000,25200,5,3,20,68
0,20000,24577,5,3,20,68
2,1000,33784,5,3,50,68
1,10000,31704,5,3,50,68
0,20000,30447,5,3,50,68
2,1000,32198,5,5,10,68
1,10000,22979,5,5,10,68
0,20000,22143,5,5,10,68
2,1000,28042,5,5,20,68
1,10000,25480,5,5,20,68
0,20000,24191,5,5,20,68
2,1000,29930,5,5,50,68
1,10000,25405,5,5,50,68
0,20000,24452,5,5,50,68
2,1000,28781,5,8,10,68
1,10000,23222,5,8,10,68
0,20000,22914,5,8,10,68
2,1000,27083,5,8,20,68
1,10000,23622,5,8,20,68
0,20000,22771,5,8,20,68
2,1000,26295,5,8,50,68
1,10000,24664,5,8,50,68
0,20000,23769,5,8,50,68
2,1000,26036,2,3,10,69
1,10000,23604,2,3,10,69
0,20000,22965,2,3,10,69
2,1000,26618,2,3,20,69
1,10000,24548,2,3,20,69
0,20000,23975,2,3,20,69
2,1000,34933,2,3,50,69
1,10000,31669,2,3,50,69
0,20000,30697,2,3,50,69
2,1000,25863,2,5,10,69
1,10000,24504,2,5,10,69
0,20000,23831,2,5,10,69
2,1000,30455,2,5,20,69
1,10000,27202,2,5,20,69
0,20000,25926,2,5,20,69
2,1000,29357,2,5,50,69
1,10000,28489,2,5,50,69
0,20000,26985,2,5,50,69
2,1000,25453,2,8,10,69
1,10000,22381,2,8,10,69
0,20000,22304,2,8,10,69
2,1000,31346,2,8,20,69
1,10000,28679,2,8,20,69
0,20000,27050,2,8,20,69
2,1000,27525,2,8,50,69
1,10000,25997,2,8,50,69
0,20000,25598,2,8,50,69
2,1000,35988,3,3,10,69
1,10000,27717,3,3,10,69
0,20000,23666,3,3,10,69
2,1000,31575,3,3,20,69
1,10000,26107,3,3,20,69
0,20000,25034,3,3,20,69
2,1000,26315,3,3,50,69
1,10000,24356,3,3,50,69
0,20000,24262,3,3,50,69
2,1000,26060,3,5,10,69
1,10000,23376,3,5,10,69
0,20000,22915,3,5,10,69
2,1000,35353,3,5,20,69
1,10000,28025,3,5,20,69
0,20000,26330,3,5,20,69
2,1000,26655,3,5,50,69
1,10000,25754,3,5,50,69
0,20000,24368,3,5,50,69
2,1000,26292,3,8,10,69
1,10000,22768,3,8,10,69
0,20000,22719,3,8,10,69
2,1000,33614,3,8,20,69
1,10000,26828,3,8,20,69
0,20000,24708,3,8,20,69
2,1000,31715,3,8,50,69
1,10000,26892,3,8,50,69
0,20000,25258,3,8,50,69
2,1000,29952,5,3,10,69
1,10000,25493,5,3,10,69
0,20000,24366,5,3,10,69
2,1000,26429,5,3,20,69
1,10000,23516,5,3,20,69
0,20000,23047,5,3,20,69
2,1000,28745,5,3,50,69
1,10000,25341,5,3,50,69
0,20000,23604,5,3,50,69
2,1000,25506,5,5,10,69
1,10000,23339,5,5,10,69
0,20000,21760,5,5,10,69
2,1000,25400,5,5,20,69
1,10000,24170,5,5,20,69
0,20000,22945,5,5,20,69
2,1000,26393,5,5,50,69
1,10000,25326,5,5,50,69
0,20000,24429,5,5,50,69
2,1000,26501,5,8,10,69
1,10000,22362,5,8,10,69
0,20000,21974,5,8,10,69
2,1000,27365,5,8,20,69
1,10000,25389,5,8,20,69
0,20000,23454,5,8,20,69
2,1000,27015,5,8,50,69
1,10000,24231,5,8,50,69
0,20000,23611,5,8,50,69
2,1000,30389,2,3,10,70
1,10000,25696,2,3,10,70
0,20000,24098,2,3,10,70
2,1000,42617,2,3,20,70
1,10000,32928,2,3,20,70
0,20000,30433,2,3,20,70
2,1000,28662,2,3,50,70
1,10000,27895,2,3,50,70
0,20000,27137,2,3,50,70
2,1000,29519,2,5,10,70
1,10000,25692,2,5,10,70
0,20000,25060,2,5,10,70
2,1000,26193,2,5,20,70
1,10000,24266,2,5,20,70
0,20000,23583,2,5,20,70
2,1000,32254,2,5,50,70
1,10000,27688,2,5,50,70
0,20000,26362,2,5,50,70
2,1000,32191,2,8,10,70
1,10000,24827,2,8,10,70
0,20000,24582,2,8,10,70
2,1000,44907,2,8,20,70
1,10000,32332,2,8,20,70
0,20000,28780,2,8,20,70
2,1000,33602,2,8,50,70
1,10000,31871,2,8,50,70
0,20000,28276,2,8,50,70
2,1000,30567,3,3,10,70
1,10000,25964,3,3,10,70
0,20000,23929,3,3,10,70
2,1000,33621,3,3,20,70
1,10000,29821,3,3,20,70
0,20000,26307,3,3,20,70
2,1000,29199,3,3,50,70
1,10000,28333,3,3,50,70
0,20000,26268,3,3,50,70
2,1000,27580,3,5,10,70
1,10000,24951,3,5,10,70
0,20000,23996,3,5,10,70
2,1000,33674,3,5,20,70
1,10000,26271,3,5,20,70
0,20000,24272,3,5,20,70
2,1000,27810,3,5,50,70
1,10000,25824,3,5,50,70
0,20000,24661,3,5,50,70
2,1000,25624,3,8,10,70
1,10000,23511,3,8,10,70
0,20000,22669,3,8,10,70
2,1000,27706,3,8,20,70
1,10000,22822,3,8,20,70
0,20000,22520,3,8,20,70
2,1000,30355,3,8,50,70
1,10000,26670,3,8,50,70
0,20000,25384,3,8,50,70
2,1000,27970,5,3,10,70
1,10000,24287,5,3,10,70
0,20000,23361,5,3,10,70
2,1000,26053,5,3,20,70
1,10000,25101,5,3,20,70
0,20000,24332,5,3,20,70
2,1000,30189,5,3,50,70
1,10000,28950,5,3,50,70
0,20000,28444,5,3,50,70
2,1000,38196,5,5,10,70
1,10000,27394,5,5,10,70
0,20000,25508,5,5,10,70
2,1000,36764,5,5,20,70
1,10000,24962,5,5,20,70
