,Generation,Best Solution,CrossOver,Mutation,Iteration
0,20000,3311,OX,ISM,68
2,1000,3422,OX,IVM,68
1,10000,3385,OX,IVM,68
0,20000,3362,OX,IVM,68
2,1000,3645,OX,SM,68
1,10000,3645,OX,SM,68
0,20000,3645,OX,SM,68
2,1000,3547,OX,RM,68
1,10000,3498,OX,RM,68
0,20000,3418,OX,RM,68
2,1000,3009,SCX,ISM,68
1,10000,3009,SCX,ISM,68
0,20000,3009,SCX,ISM,68
2,1000,3009,SCX,IVM,68
1,10000,3009,SCX,IVM,68
0,20000,2998,SCX,IVM,68
2,1000,3009,SCX,SM,68
1,10000,3009,SCX,SM,68
0,20000,2993,SCX,SM,68
2,1000,3238,SCX,RM,68
1,10000,3238,SCX,RM,68
0,20000,3238,SCX,RM,68
2,1000,3420,OX,ISM,69
1,10000,3389,OX,ISM,69
0,20000,3389,OX,ISM,69
2,1000,3412,OX,IVM,69
1,10000,3399,OX,IVM,69
0,20000,3390,OX,IVM,69
2,1000,3109,OX,SM,69
1,10000,3109,OX,SM,69
0,20000,3104,OX,SM,69
2,1000,3887,OX,RM,69
1,10000,3673,OX,RM,69
0,20000,3670,OX,RM,69
2,1000,3133,SCX,ISM,69
1,10000,3133,SCX,ISM,69
0,20000,3133,SCX,ISM,69
2,1000,3163,SCX,IVM,69
1,10000,3163,SCX,IVM,69
0,20000,3163,SCX,IVM,69
2,1000,3163,SCX,SM,69
1,10000,3163,SCX,SM,69
0,20000,3163,SCX,SM,69
2,1000,3181,SCX,RM,69
1,10000,3157,SCX,RM,69
0,20000,3157,SCX,RM,69
2,1000,3094,OX,ISM,70
1,10000,3094,OX,ISM,70
0,20000,3094,OX,ISM,70
2,1000,3096,OX,IVM,70
1,10000,3096,OX,IVM,70
0,20000,3078,OX,IVM,70
2,1000,3096,OX,SM,70
1,10000,3096,OX,SM,70
0,20000,3096,OX,SM,70
2,1000,4390,OX,RM,70
1,10000,4372,OX,RM,70
0,20000,4372,OX,RM,70
2,1000,3119,SCX,ISM,70
1,10000,3119,SCX,ISM,70
0,20000,3119,SCX,ISM,70
2,1000,3161,SCX,IVM,70
1,10000,3161,SCX,IVM,70
0,20000,3161,SCX,IVM,70
2,1000,3108,SCX,SM,70
1,10000,3108,SCX,SM,70
0,20000,3108,SCX,SM,70
2,1000,3263,SCX,RM,70
1,10000,3263,SCX,RM,70
0,20000,3263,SCX,RM,70
2,1000,4534,OX,ISM,71
1,10000,4385,OX,ISM,71
0,20000,4368,OX,ISM,71
2,1000,3355,OX,IVM,71
1,10000,3318,OX,IVM,71
0,20000,3315,OX,IVM,71
2,1000,3964,OX,SM,71
1,10000,3964,OX,SM,71
0,20000,3958,OX,SM,71
2,1000,3606,OX,RM,71
1,10000,3606,OX,RM,71
0,20000,3517,OX,RM,71
2,1000,3154,SCX,ISM,71
1,10000,3154,SCX,ISM,71
0,20000,3154,SCX,ISM,71
2,1000,3188,SCX,IVM,71
1,10000,3138,SCX,IVM,71
0,20000,3138,SCX,IVM,71
2,1000,3149,SCX,SM,71
1,10000,3149,SCX,SM,71
0,20000,3149,SCX,SM,71
2,1000,3163,SCX,RM,71
1,10000,3163,SCX,RM,71
0,20000,3163,SCX,RM,71
2,1000,3436,OX,ISM,72
1,10000,3412,OX,ISM,72
0,20000,3409,OX,ISM,72
2,1000,3469,OX,IVM,72
1,10000,3469,OX,IVM,72
0,20000,3459,OX,IVM,72
2,1000,3775,OX,SM,72
1,10000,3767,OX,SM,72
0,20000,3764,OX,SM,72
2,1000,3143,OX,RM,72
1,10000,3117,OX,RM,72
0,20000,3093,OX,RM,72
2,1000,3148,SCX,ISM,72
1,10000,3148,SCX,ISM,72
0,20000,3148,SCX,ISM,72
2,1000,3169,SCX,IVM,72
1,10000,3163,SCX,IVM,72
0,20000,3163,SCX,IVM,72
2,1000,3260,SCX,SM,72
1,10000,3260,SCX,SM,72
0,20000,3260,SCX,SM,72
2,1000,3199,SCX,RM,72
1,10000,3199,SCX,RM,72
0,20000,3199,SCX,RM,72
2,1000,3971,OX,ISM,73
1,10000,3971,OX,ISM,73
0,20000,3971,OX,ISM,73
2,1000,4705,OX,IVM,73
1,10000,4671,OX,IVM,73
0,20000,4511,OX,IVM,73
2,1000,4274,OX,SM,73
1,10000,4260,OX,SM,73
0,20000,4259,OX,SM,73
2,1000,3240,OX,RM,73
1,10000,3055,OX,RM,73
0,20000,3055,OX,RM,73
2,1000,3213,SCX,ISM,73
1,10000,3213,SCX,ISM,73
0,20000,3213,SCX,ISM,73
2,1000,3166,SCX,IVM,73
1,10000,3166,SCX,IVM,73
0,20000,3166,SCX,IVM,73
2,1000,3213,SCX,SM,73
1,10000,3213,SCX,SM,73
0,20000,3213,SCX,SM,73
2,1000,3164,SCX,RM,73
1,10000,3164,SCX,RM,73
0,20000,3164,SCX,RM,73
2,1000,3699,OX,ISM,74
1,10000,3696,OX,ISM,74
0,20000,3547,OX,ISM,74
2,1000,3766,OX,IVM,74
1,10000,3723,OX,IVM,74
0,20000,3698,OX,IVM,74
2,1000,3880,OX,SM,74
1,10000,3877,OX,SM,74
0,20000,3870,OX,SM,74
2,1000,4150,OX,RM,74
1,10000,4129,OX,RM,74
0,20000,4113,OX,RM,74
2,1000,3247,SCX,ISM,74
1,10000,3247,SCX,ISM,74
0,20000,3247,SCX,ISM,74
2,1000,3247,SCX,IVM,74
1,10000,3247,SCX,IVM,74
0,20000,3247,SCX,IVM,74
2,1000,3247,SCX,SM,74
1,10000,3247,SCX,SM,74
0,20000,3247,SCX,SM,74
2,1000,3110,SCX,RM,74
1,10000,3110,SCX,RM,74
0,20000,3110,SCX,RM,74
2,1000,3218,OX,ISM,75
1,10000,3158,OX,ISM,75
0,20000,3068,OX,ISM,75
2,1000,3867,OX,IVM,75
1,10000,3813,OX,IVM,75
0,20000,3813,OX,IVM,75
2,1000,3456,OX,SM,75
1,10000,3456,OX,SM,75
0,20000,3456,OX,SM,75
2,1000,5870,OX,RM,75
1,10000,5782,OX,RM,75
0,20000,5680,OX,RM,75
2,1000,3175,SCX,ISM,75
1,10000,3175,SCX,ISM,75
0,20000,3175,SCX,ISM,75
2,1000,3192,SCX,IVM,75
1,10000,3149,SCX,IVM,75
0,20000,3149,SCX,IVM,75
2,1000,3180,SCX,SM,75
1,10000,3180,SCX,SM,75
0,20000,3180,SCX,SM,75
2,1000,3199,SCX,RM,75
1,10000,3199,SCX,RM,75
0,20000,3199,SCX,RM,75
2,1000,3182,OX,ISM,76
1,10000,3158,OX,ISM,76
0,20000,3158,OX,ISM,76
2,1000,3186,OX,IVM,76
1,10000,3171,OX,IVM,76
0,20000,3139,OX,IVM,76
2,1000,3186,OX,SM,76
1,10000,3175,OX,SM,76
0,20000,3161,OX,SM,76
2,1000,3912,OX,RM,76
1,10000,3899,OX,RM,76
0,20000,3821,OX,RM,76
2,1000,3201,SCX,ISM,76
1,10000,3201,SCX,ISM,76
0,20000,3201,SCX,ISM,76
2,1000,3201,SCX,IVM,76
1,10000,3201,SCX,IVM,76
0,20000,3201,SCX,IVM,76
2,1000,3218,SCX,SM,76
1,10000,3218,SCX,SM,76
0,20000,3218,SCX,SM,76
2,1000,3141,SCX,RM,76
1,10000,3141,SCX,RM,76
0,20000,3141,SCX,RM,76
2,1000,3446,OX,ISM,77
1,10000,3433,OX,ISM,77
0,20000,3429,OX,ISM,77
2,1000,3264,OX,IVM,77
1,10000,3266,OX,IVM,77
0,20000,3219,OX,IVM,77
2,1000,3267,OX,SM,77
1,10000,3265,OX,SM,77
0,20000,3265,OX,SM,77
2,1000,4202,OX,RM,77
1,10000,4185,OX,RM,77
0,20000,4165,OX,RM,77
2,1000,3113,SCX,ISM,77
1,10000,3113,SCX,ISM,77
0,20000,3113,SCX,ISM,77
2,1000,3187,SCX,IVM,77
1,10000,3187,SCX,IVM,77
0,20000,3174,SCX,IVM,77
2,1000,3175,SCX,SM,77
1,10000,3175,SCX,SM,77
0,20000,3175,SCX,SM,77
2,1000,3107,SCX,RM,77
1,10000,3107,SCX,RM,77
0,20000,3107,SCX,RM,77
2,1000,3262,OX,ISM,78
1,10000,3257,OX,ISM,78
0,20000,3229,OX,ISM,78
2,1000,3262,OX,IVM,78
1,10000,3236,OX,IVM,78
0,20000,3235,OX,IVM,78
2,1000,3262,OX,SM,78
1,10000,3262,OX,SM,78
0,20000,3262,OX,SM,78
2,1000,3491,OX,RM,78
1,10000,3442,OX,RM,78
0,20000,3369,OX,RM,78
2,1000,2989,SCX,ISM,78
1,10000,2989,SCX,ISM,78
0,20000,2989,SCX,ISM,78
2,1000,2989,SCX,IVM,78
1,10000,2989,SCX,IVM,78
0,20000,2989,SCX,IVM,78
2,1000,2989,SCX,SM,78
1,10000,2989,SCX,SM,78
0,20000,2989,SCX,SM,78
2,1000,3059,SCX,RM,78
1,10000,3059,SCX,RM,78
0,20000,3059,SCX,RM,78
2,1000,3200,OX,ISM,79
1,10000,3180,OX,ISM,79
0,20000,3150,OX,ISM,79
2,1000,3190,OX,IVM,79
1,10000,3180,OX,IVM,79
0,20000,3168,OX,IVM,79
2,1000,3202,OX,SM,79
1,10000,3158,OX,SM,79
0,20000,3158,OX,SM,79
2,1000,3233,OX,RM,79
1,10000,3216,OX,RM,79
0,20000,3216,OX,RM,79
2,1000,3249,SCX,ISM,79
1,10000,3249,SCX,ISM,79
0,20000,3249,SCX,ISM,79
2,1000,3207,SCX,IVM,79
1,10000,3207,SCX,IVM,79
0,20000,3207,SCX,IVM,79
2,1000,3207,SCX,SM,79
1,10000,3207,SCX,SM,79
0,20000,3207,SCX,SM,79
2,1000,3096,SCX,RM,79
1,10000,3096,SCX,RM,79
0,20000,3096,SCX,RM,79
2,1000,3216,OX,ISM,80
1,10000,3211,OX,ISM,80
0,20000,3205,OX,ISM,80
2,1000,3216,OX,IVM,80
1,10000,3215,OX,IVM,80
0,20000,3181,OX,IVM,80
2,1000,3216,OX,SM,80
1,10000,3216,OX,SM,80
0,20000,3208,OX,SM,80
2,1000,3593,OX,RM,80
1,10000,3464,OX,RM,80
0,20000,3464,OX,RM,80
2,1000,3234,SCX,ISM,80
1,10000,3234,SCX,ISM,80
0,20000,3234,SCX,ISM,80
2,1000,3205,SCX,IVM,80
1,10000,3205,SCX,IVM,80
0,20000,3205,SCX,IVM,80
2,1000,3187,SCX,SM,80
1,10000,3187,SCX,SM,80
0,20000,3187,SCX,SM,80
2,1000,3185,SCX,RM,80
1,10000,3185,SCX,RM,80
0,20000,3185,SCX,RM,80
2,1000,3359,OX,ISM,81
1,10000,3357,OX,ISM,81
0,20000,3356,OX,ISM,81
2,1000,3359,OX,IVM,81
1,10000,3333,OX,IVM,81
0,20000,3305,OX,IVM,81
2,1000,3359,OX,SM,81
1,10000,3359,OX,SM,81
0,20000,3356,OX,SM,81
2,1000,3922,OX,RM,81
1,10000,3876,OX,RM,81
0,20000,3855,OX,RM,81
2,1000,3249,SCX,ISM,81
1,10000,3249,SCX,ISM,81
0,20000,3249,SCX,ISM,81
2,1000,3249,SCX,IVM,81
1,10000,3249,SCX,IVM,81
0,20000,3249,SCX,IVM,81
2,1000,3249,SCX,SM,81
1,10000,3249,SCX,SM,81
0,20000,3249,SCX,SM,81
2,1000,3205,SCX,RM,81
1,10000,3080,SCX,RM,81
0,20000,3080,SCX,RM,81
2,1000,3586,OX,ISM,82
1,10000,3562,OX,ISM,82
0,20000,3556,OX,ISM,82
2,1000,3487,OX,IVM,82
1,10000,3475,OX,IVM,82
0,20000,3453,OX,IVM,82
2,1000,3474,OX,SM,82
1,10000,3474,OX,SM,82
0,20000,3474,OX,SM,82
2,1000,3225,OX,RM,82
1,10000,3212,OX,RM,82
0,20000,3183,OX,RM,82
2,1000,3284,SCX,ISM,82
1,10000,3284,SCX,ISM,82
0,20000,3284,SCX,ISM,82
2,1000,3047,SCX,IVM,82
1,10000,3047,SCX,IVM,82
0,20000,3047,SCX,IVM,82
2,1000,3079,SCX,SM,82
1,10000,3079,SCX,SM,82
0,20000,3079,SCX,SM,82
2,1000,3066,SCX,RM,82
1,10000,3066,SCX,RM,82
0,20000,3066,SCX,RM,82
2,1000,3811,OX,ISM,83
1,10000,3811,OX,ISM,83
0,20000,3811,OX,ISM,83
2,1000,3774,OX,IVM,83
1,10000,3755,OX,IVM,83
0,20000,3732,OX,IVM,83
2,1000,3850,OX,SM,83
1,10000,3850,OX,SM,83
0,20000,3850,OX,SM,83
2,1000,3333,OX,RM,83
1,10000,3333,OX,RM,83
0,20000,3326,OX,RM,83
2,1000,3025,SCX,ISM,83
1,10000,3025,SCX,ISM,83
0,20000,3025,SCX,ISM,83
2,1000,3065,SCX,IVM,83
1,10000,3065,SCX,IVM,83
0,20000,3065,SCX,IVM,83
2,1000,3181,SCX,SM,83
1,10000,3181,SCX,SM,83
0,20000,3181,SCX,SM,83
2,1000,3162,SCX,RM,83
1,10000,3162,SCX,RM,83
0,20000,3148,SCX,RM,83
2,1000,3497,OX,ISM,84
1,10000,3396,OX,ISM,84
0,20000,3352,OX,ISM,84
2,1000,3934,OX,IVM,84
1,10000,3904,OX,IVM,84
0,20000,3889,OX,IVM,84
2,1000,3156,OX,SM,84
1,10000,3156,OX,SM,84
0,20000,3156,OX,SM,84
2,1000,3714,OX,RM,84
1,10000,3689,OX,RM,84
0,20000,3653,OX,RM,84
2,1000,3138,SCX,ISM,84
1,10000,3138,SCX,ISM,84
0,20000,3129,SCX,ISM,84
2,1000,3148,SCX,IVM,84
1,10000,3148,SCX,IVM,84
0,20000,3141,SCX,IVM,84
2,1000,3138,SCX,SM,84
1,10000,3138,SCX,SM,84
0,20000,3138,SCX,SM,84
2,1000,3068,SCX,RM,84
1,10000,3068,SCX,RM,84
0,20000,3068,SCX,RM,84
2,1000,3280,OX,ISM,85
1,10000,3275,OX,ISM,85
0,20000,3266,OX,ISM,85
2,1000,3280,OX,IVM,85
1,10000,3280,OX,IVM,85
0,20000,3258,OX,IVM,85
2,1000,3287,OX,SM,85
1,10000,3287,OX,SM,85
0,20000,3287,OX,SM,85
2,1000,3606,OX,RM,85
1,10000,3594,OX,RM,85
0,20000,3551,OX,RM,85
2,1000,3145,SCX,ISM,85
1,10000,3145,SCX,ISM,85
0,20000,3145,SCX,ISM,85
2,1000,3144,SCX,IVM,85
1,10000,3143,SCX,IVM,85
0,20000,3143,SCX,IVM,85
2,1000,3145,SCX,SM,85
1,10000,3145,SCX,SM,85
0,20000,3145,SCX,SM,85
2,1000,3218,SCX,RM,85
1,10000,3218,SCX,RM,85
0,20000,3218,SCX,RM,85
2,1000,3394,OX,ISM,86
1,10000,3394,OX,ISM,86
0,20000,3350,OX,ISM,86
2,1000,3736,OX,IVM,86
1,10000,3726,OX,IVM,86
0,20000,3689,OX,IVM,86
2,1000,3719,OX,SM,86
1,10000,3673,OX,SM,86
0,20000,3673,OX,SM,86
2,1000,3498,OX,RM,86
1,10000,3497,OX,RM,86
0,20000,3489,OX,RM,86
2,1000,3085,SCX,ISM,86
1,10000,3085,SCX,ISM,86
0,20000,3085,SCX,ISM,86
2,1000,3116,SCX,IVM,86
1,10000,3116,SCX,IVM,86
0,20000,3116,SCX,IVM,86
2,1000,3122,SCX,SM,86
1,10000,3122,SCX,SM,86
0,20000,3122,SCX,SM,86
2,1000,3238,SCX,RM,86
1,10000,3238,SCX,RM,86
0,20000,3238,SCX,RM,86
2,1000,3076,OX,ISM,87
1,10000,3076,OX,ISM,87
0,20000,3076,OX,ISM,87
2,1000,3197,OX,IVM,87
1,10000,3173,OX,IVM,87
0,20000,3157,OX,IVM,87
2,1000,3197,OX,SM,87
1,10000,3197,OX,SM,87
0,20000,3197,OX,SM,87
2,1000,3380,OX,RM,87
1,10000,3380,OX,RM,87
0,20000,3249,OX,RM,87
2,1000,3146,SCX,ISM,87
1,10000,3146,SCX,ISM,87
0,20000,3146,SCX,ISM,87
2,1000,3146,SCX,IVM,87
1,10000,3146,SCX,IVM,87
0,20000,3146,SCX,IVM,87
2,1000,3132,SCX,SM,87
1,10000,3132,SCX,SM,87
0,20000,3132,SCX,SM,87
2,1000,3122,SCX,RM,87
1,10000,3122,SCX,RM,87
0,20000,3122,SCX,RM,87
2,1000,3164,OX,ISM,88
1,10000,3161,OX,ISM,88
0,20000,3158,OX,ISM,88
2,1000,3339,OX,IVM,88
1,10000,3277,OX,IVM,88
0,20000,3258,OX,IVM,88
2,1000,3348,OX,SM,88
1,10000,3348,OX,SM,88
0,20000,3348,OX,SM,88
2,1000,3148,OX,RM,88
1,10000,3148,OX,RM,88
0,20000,3148,OX,RM,88
2,1000,3064,SCX,ISM,88
1,10000,3064,SCX,ISM,88
0,20000,3064,SCX,ISM,88
2,1000,3094,SCX,IVM,88
1,10000,3094,SCX,IVM,88
0,20000,3045,SCX,IVM,88
2,1000,3125,SCX,SM,88
1,10000,3125,SCX,SM,88
0,20000,3125,SCX,SM,88
2,1000,3145,SCX,RM,88
1,10000,3136,SCX,RM,88
0,20000,3136,SCX,RM,88
2,1000,3250,OX,ISM,89
1,10000,3250,OX,ISM,89
0,20000,3219,OX,ISM,89
2,1000,3250,OX,IVM,89
1,10000,3242,OX,IVM,89
0,20000,3242,OX,IVM,89
2,1000,3250,OX,SM,89
1,10000,3250,OX,SM,89
0,20000,3250,OX,SM,89
2,1000,3537,OX,RM,89
1,10000,3526,OX,RM,89
0,20000,3477,OX,RM,89
2,1000,3220,SCX,ISM,89
1,10000,3220,SCX,ISM,89
0,20000,3220,SCX,ISM,89
2,1000,3220,SCX,IVM,89
1,10000,3220,SCX,IVM,89
0,20000,3220,SCX,IVM,89
2,1000,3246,SCX,SM,89
1,10000,3246,SCX,SM,89
0,20000,3242,SCX,SM,89
2,1000,3202,SCX,RM,89
1,10000,3202,SCX,RM,89
0,20000,3197,SCX,RM,89
2,1000,3083,OX,ISM,90
1,10000,3083,OX,ISM,90
0,20000,3083,OX,ISM,90
2,1000,3087,OX,IVM,90
1,10000,3054,OX,IVM,90
0,20000,3054,OX,IVM,90
2,1000,3087,OX,SM,90
1,10000,3087,OX,SM,90
0,20000,3087,OX,SM,90
2,1000,3181,OX,RM,90
1,10000,3181,OX,RM,90
0,20000,3170,OX,RM,90
2,1000,3176,SCX,ISM,90
1,10000,3176,SCX,ISM,90
0,20000,3166,SCX,ISM,90
2,1000,3195,SCX,IVM,90
1,10000,3195,SCX,IVM,90
0,20000,3195,SCX,IVM,90
2,1000,3156,SCX,SM,90
1,10000,3156,SCX,SM,90
0,20000,3156,SCX,SM,90
2,1000,3130,SCX,RM,90
1,10000,3129,SCX,RM,90
0,20000,3130,SCX,RM,90
2,1000,3783,OX,ISM,91
1,10000,3779,OX,ISM,91
0,20000,3699,OX,ISM,91
2,1000,3690,OX,IVM,91
1,10000,3639,OX,IVM,91
0,20000,3635,OX,IVM,91
2,1000,3714,OX,SM,91
1,10000,3714,OX,SM,91
0,20000,3714,OX,SM,91
2,1000,3372,OX,RM,91
1,10000,3372,OX,RM,91
0,20000,3372,OX,RM,91
2,1000,3077,SCX,ISM,91
1,10000,3077,SCX,ISM,91
0,20000,3077,SCX,ISM,91
2,1000,3077,SCX,IVM,91
1,10000,3077,SCX,IVM,91
0,20000,3077,SCX,IVM,91
2,1000,3079,SCX,SM,91
1,10000,3079,SCX,SM,91
0,20000,3079,SCX,SM,91
2,1000,3139,SCX,RM,91
1,10000,3139,SCX,RM,91
0,20000,3139,SCX,RM,91
2,1000,4976,OX,ISM,92
1,10000,4512,OX,ISM,92
0,20000,4424,OX,ISM,92
2,1000,4479,OX,IVM,92
1,10000,4516,OX,IVM,92
0,20000,4303,OX,IVM,92
2,1000,4348,OX,SM,92
1,10000,4342,OX,SM,92
0,20000,4342,OX,SM,92
2,1000,3240,OX,RM,92
1,10000,3240,OX,RM,92
0,20000,3230,OX,RM,92
2,1000,3146,SCX,ISM,92
1,10000,3146,SCX,ISM,92
0,20000,3146,SCX,ISM,92
2,1000,3146,SCX,IVM,92
1,10000,3116,SCX,IVM,92
0,20000,3116,SCX,IVM,92
2,1000,3146,SCX,SM,92
1,10000,3146,SCX,SM,92
0,20000,3146,SCX,SM,92
2,1000,3094,SCX,RM,92
1,10000,3068,SCX,RM,92
0,20000,3068,SCX,RM,92
2,1000,3169,OX,ISM,93
1,10000,3169,OX,ISM,93
0,20000,3169,OX,ISM,93
2,1000,3169,OX,IVM,93
1,10000,3162,OX,IVM,93
0,20000,3151,OX,IVM,93
2,1000,3169,OX,SM,93
1,10000,3169,OX,SM,93
0,20000,3169,OX,SM,93
2,1000,4131,OX,RM,93
1,10000,4111,OX,RM,93
0,20000,4093,OX,RM,93
2,1000,3154,SCX,ISM,93
1,10000,3154,SCX,ISM,93
0,20000,3154,SCX,ISM,93
2,1000,3164,SCX,IVM,93
1,10000,3164,SCX,IVM,93
0,20000,3164,SCX,IVM,93
2,1000,3164,SCX,SM,93
1,10000,3164,SCX,SM,93
0,20000,3164,SCX,SM,93
2,1000,3173,SCX,RM,93
1,10000,3097,SCX,RM,93
0,20000,3097,SCX,RM,93
2,1000,3563,OX,ISM,94
1,10000,3563,OX,ISM,94
0,20000,3563,OX,ISM,94
2,1000,3352,OX,IVM,94
1,10000,3352,OX,IVM,94
0,20000,3342,OX,IVM,94
2,1000,3347,OX,SM,94
1,10000,3347,OX,SM,94
0,20000,3344,OX,SM,94
2,1000,3404,OX,RM,94
1,10000,3397,OX,RM,94
0,20000,3397,OX,RM,94
2,1000,3011,SCX,ISM,94
1,10000,3011,SCX,ISM,94
0,20000,3011,SCX,ISM,94
2,1000,3011,SCX,IVM,94
1,10000,3011,SCX,IVM,94
0,20000,3011,SCX,IVM,94
2,1000,3011,SCX,SM,94
1,10000,3011,SCX,SM,94
0,20000,3011,SCX,SM,94
2,1000,3081,SCX,RM,94
1,10000,3081,SCX,RM,94
0,20000,3081,SCX,RM,94
2,1000,3330,OX,ISM,95
1,10000,3323,OX,ISM,95
0,20000,3310,OX,ISM,95
2,1000,3422,OX,IVM,95
1,10000,3413,OX,IVM,95
0,20000,3413,OX,IVM,95
2,1000,3330,OX,SM,95
1,10000,3330,OX,SM,95
0,20000,3316,OX,SM,95
2,1000,3073,OX,RM,95
1,10000,3068,OX,RM,95
0,20000,3068,OX,RM,95
2,1000,3175,SCX,ISM,95
1,10000,3175,SCX,ISM,95
0,20000,3175,SCX,ISM,95
2,1000,3175,SCX,IVM,95
1,10000,3175,SCX,IVM,95
0,20000,3175,SCX,IVM,95
2,1000,3175,SCX,SM,95
1,10000,3175,SCX,SM,95
0,20000,3175,SCX,SM,95
2,1000,3103,SCX,RM,95
1,10000,3103,SCX,RM,95
0,20000,3103,SCX,RM,95
2,1000,5266,OX,ISM,96
1,10000,5199,OX,ISM,96
0,20000,5136,OX,ISM,96
2,1000,5660,OX,IVM,96
1,10000,5588,OX,IVM,96
0,20000,5292,OX,IVM,96
2,1000,6010,OX,SM,96
1,10000,5802,OX,SM,96
0,20000,5599,OX,SM,96
2,1000,4786,OX,RM,96
1,10000,4664,OX,RM,96
0,20000,4664,OX,RM,96
2,1000,3089,SCX,ISM,96
1,10000,3089,SCX,ISM,96
0,20000,3089,SCX,ISM,96
2,1000,3151,SCX,IVM,96
1,10000,3151,SCX,IVM,96
0,20000,3151,SCX,IVM,96
2,1000,3126,SCX,SM,96
1,10000,3126,SCX,SM,96
0,20000,3126,SCX,SM,96
2,1000,3165,SCX,RM,96
1,10000,3165,SCX,RM,96
0,20000,3165,SCX,RM,96
2,1000,4313,OX,ISM,97
1,10000,3995,OX,ISM,97
0,20000,3963,OX,ISM,97
2,1000,4870,OX,IVM,97
1,10000,4874,OX,IVM,97
0,20000,4729,OX,IVM,97
2,1000,3613,OX,SM,97
1,10000,3613,OX,SM,97
0,20000,3613,OX,SM,97
2,1000,5500,OX,RM,97
1,10000,5356,OX,RM,97
0,20000,5358,OX,RM,97
2,1000,3135,SCX,ISM,97
1,10000,3135,SCX,ISM,97
0,20000,3135,SCX,ISM,97
2,1000,3146,SCX,IVM,97
1,10000,3146,SCX,IVM,97
0,20000,3146,SCX,IVM,97
2,1000,3135,SCX,SM,97
1,10000,3135,SCX,SM,97
0,20000,3135,SCX,SM,97
2,1000,3162,SCX,RM,97
1,10000,3162,SCX,RM,97
0,20000,3130,SCX,RM,97
2,1000,3582,OX,ISM,98
1,10000,3578,OX,ISM,98
0,20000,3578,OX,ISM,98
2,1000,3572,OX,IVM,98
1,10000,3517,OX,IVM,98
0,20000,3512,OX,IVM,98
2,1000,3582,OX,SM,98
1,10000,3582,OX,SM,98
0,20000,3580,OX,SM,98
2,1000,3092,OX,RM,98
1,10000,3079,OX,RM,98
0,20000,3079,OX,RM,98
2,1000,3119,SCX,ISM,98
1,10000,3119,SCX,ISM,98
0,20000,3119,SCX,ISM,98
2,1000,3119,SCX,IVM,98
1,10000,3119,SCX,IVM,98
0,20000,3119,SCX,IVM,98
2,1000,3119,SCX,SM,98
1,10000,3119,SCX,SM,98
0,20000,3119,SCX,SM,98
2,1000,3221,SCX,RM,98
1,10000,3221,SCX,RM,98
0,20000,3221,SCX,RM,98
2,1000,5737,OX,ISM,99
1,10000,5506,OX,ISM,99
0,20000,5462,OX,ISM,99
2,1000,5272,OX,IVM,99
1,10000,5096,OX,IVM,99
0,20000,4990,OX,IVM,99
2,1000,4468,OX,SM,99
1,10000,4452,OX,SM,99
0,20000,4445,OX,SM,99
2,1000,3356,OX,RM,99
1,10000,3355,OX,RM,99
0,20000,3347,OX,RM,99
2,1000,3279,SCX,ISM,99
1,10000,3279,SCX,ISM,99
0,20000,3279,SCX,ISM,99
2,1000,3254,SCX,IVM,99
1,10000,3254,SCX,IVM,99
0,20000,3254,SCX,IVM,99
2,1000,3295,SCX,SM,99
1,10000,3295,SCX,SM,99
0,20000,3295,SCX,SM,99
2,1000,3131,SCX,RM,99
1,10000,3131,SCX,RM,99
0,20000,3107,SCX,RM,99
