,Generation,Best Solution,CrossOver,Mutation,Iteration
2,1000,3176,SCX,RM,33
1,10000,3176,SCX,RM,33
0,20000,3176,SCX,RM,33
2,1000,5402,OX,ISM,34
1,10000,5179,OX,ISM,34
0,20000,5153,OX,ISM,34
2,1000,5383,OX,IVM,34
1,10000,5341,OX,IVM,34
0,20000,5151,OX,IVM,34
2,1000,6889,OX,SM,34
1,10000,6619,OX,SM,34
0,20000,6376,OX,SM,34
2,1000,3727,OX,RM,34
1,10000,3690,OX,RM,34
0,20000,3687,OX,RM,34
2,1000,3223,SCX,ISM,34
1,10000,3223,SCX,ISM,34
0,20000,3223,SCX,ISM,34
2,1000,3196,SCX,IVM,34
1,10000,3196,SCX,IVM,34
0,20000,3196,SCX,IVM,34
2,1000,3142,SCX,SM,34
1,10000,3142,SCX,SM,34
0,20000,3142,SCX,SM,34
2,1000,3150,SCX,RM,34
1,10000,3150,SCX,RM,34
0,20000,3150,SCX,RM,34
2,1000,3783,OX,ISM,35
1,10000,3782,OX,ISM,35
0,20000,3781,OX,ISM,35
2,1000,4114,OX,IVM,35
1,10000,4093,OX,IVM,35
0,20000,3961,OX,IVM,35
2,1000,4307,OX,SM,35
1,10000,4307,OX,SM,35
0,20000,4305,OX,SM,35
2,1000,3514,OX,RM,35
1,10000,3501,OX,RM,35
0,20000,3492,OX,RM,35
2,1000,3086,SCX,ISM,35
1,10000,3086,SCX,ISM,35
0,20000,3086,SCX,ISM,35
2,1000,3086,SCX,IVM,35
1,10000,3086,SCX,IVM,35
0,20000,3086,SCX,IVM,35
2,1000,3086,SCX,SM,35
1,10000,3086,SCX,SM,35
0,20000,3086,SCX,SM,35
2,1000,3130,SCX,RM,35
1,10000,3130,SCX,RM,35
0,20000,3085,SCX,RM,35
2,1000,3866,OX,ISM,36
1,10000,3866,OX,ISM,36
0,20000,3758,OX,ISM,36
2,1000,3612,OX,IVM,36
1,10000,3579,OX,IVM,36
0,20000,3552,OX,IVM,36
2,1000,4121,OX,SM,36
1,10000,4115,OX,SM,36
0,20000,4098,OX,SM,36
2,1000,4588,OX,RM,36
1,10000,4545,OX,RM,36
0,20000,4501,OX,RM,36
2,1000,3222,SCX,ISM,36
1,10000,3222,SCX,ISM,36
0,20000,3222,SCX,ISM,36
2,1000,3201,SCX,IVM,36
1,10000,3195,SCX,IVM,36
0,20000,3195,SCX,IVM,36
2,1000,3222,SCX,SM,36
1,10000,3222,SCX,SM,36
0,20000,3222,SCX,SM,36
2,1000,3173,SCX,RM,36
1,10000,3173,SCX,RM,36
0,20000,3173,SCX,RM,36
2,1000,3639,OX,ISM,37
1,10000,3632,OX,ISM,37
0,20000,3623,OX,ISM,37
2,1000,3636,OX,IVM,37
1,10000,3613,OX,IVM,37
0,20000,3606,OX,IVM,37
2,1000,3639,OX,SM,37
1,10000,3639,OX,SM,37
0,20000,3629,OX,SM,37
2,1000,3119,OX,RM,37
1,10000,3119,OX,RM,37
0,20000,3105,OX,RM,37
2,1000,3241,SCX,ISM,37
1,10000,3241,SCX,ISM,37
0,20000,3241,SCX,ISM,37
2,1000,3182,SCX,IVM,37
1,10000,3182,SCX,IVM,37
0,20000,3157,SCX,IVM,37
2,1000,3301,SCX,SM,37
1,10000,3301,SCX,SM,37
0,20000,3301,SCX,SM,37
2,1000,3078,SCX,RM,37
1,10000,3075,SCX,RM,37
0,20000,3075,SCX,RM,37
2,1000,3273,OX,ISM,38
1,10000,3273,OX,ISM,38
0,20000,3259,OX,ISM,38
2,1000,3273,OX,IVM,38
1,10000,3255,OX,IVM,38
0,20000,3226,OX,IVM,38
2,1000,3273,OX,SM,38
1,10000,3273,OX,SM,38
0,20000,3273,OX,SM,38
2,1000,3467,OX,RM,38
1,10000,3452,OX,RM,38
0,20000,3430,OX,RM,38
2,1000,3176,SCX,ISM,38
1,10000,3176,SCX,ISM,38
0,20000,3176,SCX,ISM,38
2,1000,3176,SCX,IVM,38
1,10000,3176,SCX,IVM,38
0,20000,3176,SCX,IVM,38
2,1000,3176,SCX,SM,38
1,10000,3176,SCX,SM,38
0,20000,3176,SCX,SM,38
2,1000,3106,SCX,RM,38
1,10000,3106,SCX,RM,38
0,20000,3106,SCX,RM,38
2,1000,3219,OX,ISM,39
1,10000,3202,OX,ISM,39
0,20000,3198,OX,ISM,39
2,1000,3212,OX,IVM,39
1,10000,3212,OX,IVM,39
0,20000,3197,OX,IVM,39
2,1000,3219,OX,SM,39
1,10000,3174,OX,SM,39
0,20000,3165,OX,SM,39
2,1000,3089,OX,RM,39
1,10000,3089,OX,RM,39
0,20000,3074,OX,RM,39
2,1000,3123,SCX,ISM,39
1,10000,3123,SCX,ISM,39
0,20000,3123,SCX,ISM,39
2,1000,3098,SCX,IVM,39
1,10000,3098,SCX,IVM,39
0,20000,3098,SCX,IVM,39
2,1000,3123,SCX,SM,39
1,10000,3123,SCX,SM,39
0,20000,3123,SCX,SM,39
2,1000,3104,SCX,RM,39
1,10000,3104,SCX,RM,39
0,20000,3104,SCX,RM,39
2,1000,3226,OX,ISM,40
1,10000,3059,OX,ISM,40
0,20000,2973,OX,ISM,40
2,1000,3226,OX,IVM,40
1,10000,3206,OX,IVM,40
0,20000,3188,OX,IVM,40
2,1000,3226,OX,SM,40
1,10000,3223,OX,SM,40
0,20000,3090,OX,SM,40
2,1000,3121,OX,RM,40
1,10000,3113,OX,RM,40
0,20000,3107,OX,RM,40
2,1000,3123,SCX,ISM,40
1,10000,3123,SCX,ISM,40
0,20000,3123,SCX,ISM,40
2,1000,3123,SCX,IVM,40
1,10000,3123,SCX,IVM,40
0,20000,3123,SCX,IVM,40
2,1000,3123,SCX,SM,40
1,10000,3123,SCX,SM,40
0,20000,3123,SCX,SM,40
2,1000,3143,SCX,RM,40
1,10000,3137,SCX,RM,40
0,20000,3127,SCX,RM,40
2,1000,3660,OX,ISM,41
1,10000,3660,OX,ISM,41
0,20000,3653,OX,ISM,41
2,1000,3660,OX,IVM,41
1,10000,3660,OX,IVM,41
0,20000,3557,OX,IVM,41
2,1000,3660,OX,SM,41
1,10000,3660,OX,SM,41
0,20000,3660,OX,SM,41
2,1000,3300,OX,RM,41
1,10000,3080,OX,RM,41
0,20000,3080,OX,RM,41
2,1000,3112,SCX,ISM,41
1,10000,3112,SCX,ISM,41
0,20000,3112,SCX,ISM,41
2,1000,3112,SCX,IVM,41
1,10000,3112,SCX,IVM,41
0,20000,3112,SCX,IVM,41
2,1000,3112,SCX,SM,41
1,10000,3112,SCX,SM,41
0,20000,3112,SCX,SM,41
2,1000,3292,SCX,RM,41
1,10000,3292,SCX,RM,41
0,20000,3292,SCX,RM,41
2,1000,4822,OX,ISM,42
1,10000,4606,OX,ISM,42
0,20000,4582,OX,ISM,42
2,1000,4148,OX,IVM,42
1,10000,4104,OX,IVM,42
0,20000,4091,OX,IVM,42
2,1000,4848,OX,SM,42
1,10000,4848,OX,SM,42
0,20000,4846,OX,SM,42
2,1000,4439,OX,RM,42
1,10000,4400,OX,RM,42
0,20000,4263,OX,RM,42
2,1000,3059,SCX,ISM,42
1,10000,3059,SCX,ISM,42
0,20000,3059,SCX,ISM,42
2,1000,3059,SCX,IVM,42
1,10000,3059,SCX,IVM,42
0,20000,3059,SCX,IVM,42
2,1000,3094,SCX,SM,42
1,10000,3094,SCX,SM,42
0,20000,3094,SCX,SM,42
2,1000,3163,SCX,RM,42
1,10000,3163,SCX,RM,42
0,20000,3163,SCX,RM,42
2,1000,3719,OX,ISM,43
1,10000,3646,OX,ISM,43
0,20000,3646,OX,ISM,43
2,1000,3709,OX,IVM,43
1,10000,3709,OX,IVM,43
0,20000,3676,OX,IVM,43
2,1000,4850,OX,SM,43
1,10000,4841,OX,SM,43
0,20000,4731,OX,SM,43
2,1000,3548,OX,RM,43
1,10000,3542,OX,RM,43
0,20000,3526,OX,RM,43
2,1000,3152,SCX,ISM,43
1,10000,3152,SCX,ISM,43
0,20000,3152,SCX,ISM,43
2,1000,3152,SCX,IVM,43
1,10000,3152,SCX,IVM,43
0,20000,3152,SCX,IVM,43
2,1000,3152,SCX,SM,43
1,10000,3152,SCX,SM,43
0,20000,3152,SCX,SM,43
2,1000,3263,SCX,RM,43
1,10000,3263,SCX,RM,43
0,20000,3263,SCX,RM,43
2,1000,3488,OX,ISM,44
1,10000,3482,OX,ISM,44
0,20000,3482,OX,ISM,44
2,1000,3701,OX,IVM,44
1,10000,3701,OX,IVM,44
0,20000,3691,OX,IVM,44
2,1000,3236,OX,SM,44
1,10000,3227,OX,SM,44
0,20000,3224,OX,SM,44
2,1000,3255,OX,RM,44
1,10000,3199,OX,RM,44
0,20000,3197,OX,RM,44
2,1000,3169,SCX,ISM,44
1,10000,3169,SCX,ISM,44
0,20000,3169,SCX,ISM,44
2,1000,3154,SCX,IVM,44
1,10000,3154,SCX,IVM,44
0,20000,3154,SCX,IVM,44
2,1000,3111,SCX,SM,44
1,10000,3111,SCX,SM,44
0,20000,3111,SCX,SM,44
2,1000,3184,SCX,RM,44
1,10000,3184,SCX,RM,44
0,20000,3184,SCX,RM,44
2,1000,3602,OX,ISM,45
1,10000,3567,OX,ISM,45
0,20000,3544,OX,ISM,45
2,1000,3760,OX,IVM,45
1,10000,3660,OX,IVM,45
0,20000,3653,OX,IVM,45
2,1000,3239,OX,SM,45
1,10000,3235,OX,SM,45
0,20000,3235,OX,SM,45
2,1000,3099,OX,RM,45
1,10000,3099,OX,RM,45
0,20000,3091,OX,RM,45
2,1000,3012,SCX,ISM,45
1,10000,3012,SCX,ISM,45
0,20000,3012,SCX,ISM,45
2,1000,3094,SCX,IVM,45
1,10000,3094,SCX,IVM,45
0,20000,3094,SCX,IVM,45
2,1000,3064,SCX,SM,45
1,10000,3064,SCX,SM,45
0,20000,3064,SCX,SM,45
2,1000,3107,SCX,RM,45
1,10000,3107,SCX,RM,45
0,20000,3107,SCX,RM,45
2,1000,3324,OX,ISM,46
1,10000,3318,OX,ISM,46
0,20000,3308,OX,ISM,46
2,1000,3400,OX,IVM,46
1,10000,3398,OX,IVM,46
0,20000,3389,OX,IVM,46
2,1000,3360,OX,SM,46
1,10000,3278,OX,SM,46
0,20000,3275,OX,SM,46
2,1000,3386,OX,RM,46
1,10000,3255,OX,RM,46
0,20000,3197,OX,RM,46
2,1000,3239,SCX,ISM,46
1,10000,3239,SCX,ISM,46
0,20000,3239,SCX,ISM,46
2,1000,3240,SCX,IVM,46
1,10000,3240,SCX,IVM,46
0,20000,3191,SCX,IVM,46
2,1000,3238,SCX,SM,46
1,10000,3232,SCX,SM,46
0,20000,3232,SCX,SM,46
2,1000,3086,SCX,RM,46
1,10000,3086,SCX,RM,46
0,20000,3086,SCX,RM,46
2,1000,3684,OX,ISM,47
1,10000,3475,OX,ISM,47
0,20000,3391,OX,ISM,47
2,1000,4052,OX,IVM,47
1,10000,4034,OX,IVM,47
0,20000,3997,OX,IVM,47
2,1000,3997,OX,SM,47
1,10000,3997,OX,SM,47
0,20000,3979,OX,SM,47
2,1000,3639,OX,RM,47
1,10000,3502,OX,RM,47
0,20000,3502,OX,RM,47
2,1000,3206,SCX,ISM,47
1,10000,3206,SCX,ISM,47
0,20000,3188,SCX,ISM,47
2,1000,3207,SCX,IVM,47
1,10000,3119,SCX,IVM,47
0,20000,3076,SCX,IVM,47
2,1000,3207,SCX,SM,47
1,10000,3207,SCX,SM,47
0,20000,3207,SCX,SM,47
2,1000,2978,SCX,RM,47
1,10000,2978,SCX,RM,47
0,20000,2978,SCX,RM,47
2,1000,2998,OX,ISM,48
1,10000,2998,OX,ISM,48
0,20000,2998,OX,ISM,48
2,1000,2998,OX,IVM,48
1,10000,2982,OX,IVM,48
0,20000,2975,OX,IVM,48
2,1000,2998,OX,SM,48
1,10000,2998,OX,SM,48
0,20000,2998,OX,SM,48
2,1000,3638,OX,RM,48
1,10000,3626,OX,RM,48
0,20000,3616,OX,RM,48
2,1000,3163,SCX,ISM,48
1,10000,3163,SCX,ISM,48
0,20000,3163,SCX,ISM,48
2,1000,3166,SCX,IVM,48
1,10000,3166,SCX,IVM,48
0,20000,3166,SCX,IVM,48
2,1000,3176,SCX,SM,48
1,10000,3176,SCX,SM,48
0,20000,3176,SCX,SM,48
2,1000,3102,SCX,RM,48
1,10000,3102,SCX,RM,48
0,20000,3102,SCX,RM,48
2,1000,4044,OX,ISM,49
1,10000,4042,OX,ISM,49
0,20000,4037,OX,ISM,49
2,1000,5102,OX,IVM,49
1,10000,5045,OX,IVM,49
0,20000,4980,OX,IVM,49
2,1000,4078,OX,SM,49
1,10000,4069,OX,SM,49
0,20000,3986,OX,SM,49
2,1000,4481,OX,RM,49
1,10000,4164,OX,RM,49
0,20000,4136,OX,RM,49
2,1000,3155,SCX,ISM,49
1,10000,3155,SCX,ISM,49
0,20000,3155,SCX,ISM,49
2,1000,3155,SCX,IVM,49
1,10000,3155,SCX,IVM,49
0,20000,3155,SCX,IVM,49
2,1000,3155,SCX,SM,49
1,10000,3155,SCX,SM,49
0,20000,3155,SCX,SM,49
2,1000,3136,SCX,RM,49
1,10000,3136,SCX,RM,49
0,20000,3136,SCX,RM,49
2,1000,3255,OX,ISM,50
1,10000,3254,OX,ISM,50
0,20000,3250,OX,ISM,50
2,1000,3255,OX,IVM,50
1,10000,3255,OX,IVM,50
0,20000,3234,OX,IVM,50
2,1000,3255,OX,SM,50
1,10000,3234,OX,SM,50
0,20000,3234,OX,SM,50
2,1000,3835,OX,RM,50
1,10000,3835,OX,RM,50
0,20000,3835,OX,RM,50
2,1000,2940,SCX,ISM,50
1,10000,2940,SCX,ISM,50
0,20000,2940,SCX,ISM,50
2,1000,2940,SCX,IVM,50
1,10000,2940,SCX,IVM,50
0,20000,2940,SCX,IVM,50
2,1000,2940,SCX,SM,50
1,10000,2940,SCX,SM,50
0,20000,2940,SCX,SM,50
2,1000,3056,SCX,RM,50
1,10000,3056,SCX,RM,50
0,20000,3056,SCX,RM,50
2,1000,3761,OX,ISM,51
1,10000,3757,OX,ISM,51
0,20000,3725,OX,ISM,51
2,1000,4123,OX,IVM,51
1,10000,4076,OX,IVM,51
0,20000,3952,OX,IVM,51
2,1000,3860,OX,SM,51
1,10000,3856,OX,SM,51
0,20000,3855,OX,SM,51
2,1000,3088,OX,RM,51
1,10000,3088,OX,RM,51
0,20000,3084,OX,RM,51
2,1000,3027,SCX,ISM,51
1,10000,3027,SCX,ISM,51
0,20000,3018,SCX,ISM,51
2,1000,3027,SCX,IVM,51
1,10000,3027,SCX,IVM,51
0,20000,3027,SCX,IVM,51
2,1000,3027,SCX,SM,51
1,10000,3027,SCX,SM,51
0,20000,3027,SCX,SM,51
2,1000,3172,SCX,RM,51
1,10000,3172,SCX,RM,51
0,20000,3172,SCX,RM,51
2,1000,3242,OX,ISM,52
1,10000,3242,OX,ISM,52
0,20000,3175,OX,ISM,52
2,1000,3239,OX,IVM,52
1,10000,3235,OX,IVM,52
0,20000,3224,OX,IVM,52
2,1000,3242,OX,SM,52
1,10000,3242,OX,SM,52
0,20000,3242,OX,SM,52
2,1000,3141,OX,RM,52
1,10000,3141,OX,RM,52
0,20000,3141,OX,RM,52
2,1000,3099,SCX,ISM,52
1,10000,3099,SCX,ISM,52
0,20000,3099,SCX,ISM,52
2,1000,3099,SCX,IVM,52
1,10000,3099,SCX,IVM,52
0,20000,3086,SCX,IVM,52
2,1000,3099,SCX,SM,52
1,10000,3099,SCX,SM,52
0,20000,3099,SCX,SM,52
2,1000,3143,SCX,RM,52
1,10000,3131,SCX,RM,52
0,20000,3130,SCX,RM,52
2,1000,3629,OX,ISM,53
1,10000,3629,OX,ISM,53
0,20000,3629,OX,ISM,53
2,1000,3661,OX,IVM,53
1,10000,3661,OX,IVM,53
0,20000,3593,OX,IVM,53
2,1000,3586,OX,SM,53
1,10000,3586,OX,SM,53
0,20000,3586,OX,SM,53
2,1000,4019,OX,RM,53
1,10000,3733,OX,RM,53
0,20000,3733,OX,RM,53
2,1000,3149,SCX,ISM,53
1,10000,3149,SCX,ISM,53
0,20000,3149,SCX,ISM,53
2,1000,3076,SCX,IVM,53
1,10000,3076,SCX,IVM,53
0,20000,3076,SCX,IVM,53
2,1000,3022,SCX,SM,53
1,10000,3022,SCX,SM,53
0,20000,3022,SCX,SM,53
2,1000,3085,SCX,RM,53
1,10000,3085,SCX,RM,53
0,20000,3068,SCX,RM,53
2,1000,3528,OX,ISM,54
1,10000,3527,OX,ISM,54
0,20000,3516,OX,ISM,54
2,1000,3528,OX,IVM,54
1,10000,3521,OX,IVM,54
0,20000,3485,OX,IVM,54
2,1000,3489,OX,SM,54
1,10000,3489,OX,SM,54
0,20000,3489,OX,SM,54
2,1000,4465,OX,RM,54
1,10000,4439,OX,RM,54
0,20000,4400,OX,RM,54
2,1000,3077,SCX,ISM,54
1,10000,3077,SCX,ISM,54
0,20000,3077,SCX,ISM,54
2,1000,3077,SCX,IVM,54
1,10000,3077,SCX,IVM,54
0,20000,3077,SCX,IVM,54
2,1000,3083,SCX,SM,54
1,10000,3083,SCX,SM,54
0,20000,3083,SCX,SM,54
2,1000,3112,SCX,RM,54
1,10000,3112,SCX,RM,54
0,20000,3112,SCX,RM,54
2,1000,3667,OX,ISM,55
1,10000,3567,OX,ISM,55
0,20000,3562,OX,ISM,55
2,1000,3493,OX,IVM,55
1,10000,3463,OX,IVM,55
0,20000,3425,OX,IVM,55
2,1000,3714,OX,SM,55
1,10000,3714,OX,SM,55
0,20000,3685,OX,SM,55
2,1000,4411,OX,RM,55
1,10000,4394,OX,RM,55
0,20000,4353,OX,RM,55
2,1000,3109,SCX,ISM,55
1,10000,3109,SCX,ISM,55
0,20000,3109,SCX,ISM,55
2,1000,3109,SCX,IVM,55
1,10000,3109,SCX,IVM,55
0,20000,3069,SCX,IVM,55
2,1000,3092,SCX,SM,55
1,10000,3092,SCX,SM,55
0,20000,3053,SCX,SM,55
2,1000,3147,SCX,RM,55
1,10000,3147,SCX,RM,55
0,20000,3147,SCX,RM,55
2,1000,3468,OX,ISM,56
1,10000,3466,OX,ISM,56
0,20000,3466,OX,ISM,56
2,1000,3468,OX,IVM,56
1,10000,3438,OX,IVM,56
0,20000,3381,OX,IVM,56
2,1000,3468,OX,SM,56
1,10000,3468,OX,SM,56
0,20000,3468,OX,SM,56
2,1000,3096,OX,RM,56
1,10000,3095,OX,RM,56
0,20000,3094,OX,RM,56
2,1000,3097,SCX,ISM,56
1,10000,3097,SCX,ISM,56
0,20000,3097,SCX,ISM,56
2,1000,3097,SCX,IVM,56
1,10000,3097,SCX,IVM,56
0,20000,3097,SCX,IVM,56
2,1000,3097,SCX,SM,56
1,10000,3097,SCX,SM,56
0,20000,3097,SCX,SM,56
2,1000,3121,SCX,RM,56
1,10000,3121,SCX,RM,56
0,20000,3121,SCX,RM,56
2,1000,3367,OX,ISM,57
1,10000,3366,OX,ISM,57
0,20000,3274,OX,ISM,57
2,1000,3313,OX,IVM,57
1,10000,3313,OX,IVM,57
0,20000,3297,OX,IVM,57
2,1000,3306,OX,SM,57
1,10000,3162,OX,SM,57
0,20000,3159,OX,SM,57
2,1000,3418,OX,RM,57
1,10000,3388,OX,RM,57
0,20000,3388,OX,RM,57
2,1000,3130,SCX,ISM,57
1,10000,3130,SCX,ISM,57
0,20000,3130,SCX,ISM,57
2,1000,3130,SCX,IVM,57
1,10000,3130,SCX,IVM,57
0,20000,3130,SCX,IVM,57
2,1000,3130,SCX,SM,57
1,10000,3130,SCX,SM,57
0,20000,3130,SCX,SM,57
2,1000,3237,SCX,RM,57
1,10000,3232,SCX,RM,57
0,20000,3232,SCX,RM,57
2,1000,3980,OX,ISM,58
1,10000,3972,OX,ISM,58
0,20000,3972,OX,ISM,58
2,1000,4044,OX,IVM,58
1,10000,3954,OX,IVM,58
0,20000,3892,OX,IVM,58
2,1000,4023,OX,SM,58
1,10000,4023,OX,SM,58
0,20000,4022,OX,SM,58
2,1000,3214,OX,RM,58
1,10000,3212,OX,RM,58
0,20000,3193,OX,RM,58
2,1000,3136,SCX,ISM,58
1,10000,3136,SCX,ISM,58
0,20000,3136,SCX,ISM,58
2,1000,3220,SCX,IVM,58
1,10000,3220,SCX,IVM,58
0,20000,3220,SCX,IVM,58
2,1000,3130,SCX,SM,58
1,10000,3130,SCX,SM,58
0,20000,3130,SCX,SM,58
2,1000,3165,SCX,RM,58
1,10000,3165,SCX,RM,58
0,20000,3165,SCX,RM,58
2,1000,3228,OX,ISM,59
1,10000,3194,OX,ISM,59
0,20000,3122,OX,ISM,59
2,1000,3247,OX,IVM,59
1,10000,3241,OX,IVM,59
0,20000,3234,OX,IVM,59
2,1000,3376,OX,SM,59
1,10000,3376,OX,SM,59
0,20000,3376,OX,SM,59
2,1000,3229,OX,RM,59
1,10000,3213,OX,RM,59
0,20000,3175,OX,RM,59
2,1000,3089,SCX,ISM,59
1,10000,3089,SCX,ISM,59
0,20000,3089,SCX,ISM,59
2,1000,3089,SCX,IVM,59
1,10000,3089,SCX,IVM,59
0,20000,3089,SCX,IVM,59
2,1000,3089,SCX,SM,59
1,10000,3089,SCX,SM,59
0,20000,3089,SCX,SM,59
2,1000,3067,SCX,RM,59
1,10000,3067,SCX,RM,59
0,20000,3067,SCX,RM,59
2,1000,3605,OX,ISM,60
1,10000,3596,OX,ISM,60
0,20000,3578,OX,ISM,60
2,1000,3605,OX,IVM,60
1,10000,3581,OX,IVM,60
0,20000,3560,OX,IVM,60
2,1000,3605,OX,SM,60
1,10000,3605,OX,SM,60
0,20000,3605,OX,SM,60
2,1000,3296,OX,RM,60
1,10000,3282,OX,RM,60
0,20000,3225,OX,RM,60
2,1000,3255,SCX,ISM,60
1,10000,3255,SCX,ISM,60
0,20000,3255,SCX,ISM,60
2,1000,3141,SCX,IVM,60
1,10000,3141,SCX,IVM,60
0,20000,3141,SCX,IVM,60
2,1000,3243,SCX,SM,60
1,10000,3243,SCX,SM,60
0,20000,3243,SCX,SM,60
2,1000,3283,SCX,RM,60
1,10000,3283,SCX,RM,60
0,20000,3283,SCX,RM,60
2,1000,3150,OX,ISM,61
1,10000,3124,OX,ISM,61
0,20000,3124,OX,ISM,61
2,1000,3154,OX,IVM,61
1,10000,3142,OX,IVM,61
0,20000,3142,OX,IVM,61
2,1000,3154,OX,SM,61
1,10000,3140,OX,SM,61
0,20000,3140,OX,SM,61
2,1000,4517,OX,RM,61
1,10000,4464,OX,RM,61
0,20000,4341,OX,RM,61
2,1000,3188,SCX,ISM,61
1,10000,3176,SCX,ISM,61
0,20000,3176,SCX,ISM,61
2,1000,3164,SCX,IVM,61
1,10000,3164,SCX,IVM,61
0,20000,3164,SCX,IVM,61
2,1000,3213,SCX,SM,61
1,10000,3213,SCX,SM,61
0,20000,3213,SCX,SM,61
2,1000,3154,SCX,RM,61
1,10000,3154,SCX,RM,61
0,20000,3154,SCX,RM,61
2,1000,3782,OX,ISM,62
1,10000,3782,OX,ISM,62
0,20000,3680,OX,ISM,62
2,1000,3814,OX,IVM,62
1,10000,3822,OX,IVM,62
0,20000,3713,OX,IVM,62
2,1000,3625,OX,SM,62
1,10000,3622,OX,SM,62
0,20000,3622,OX,SM,62
2,1000,3330,OX,RM,62
1,10000,3246,OX,RM,62
0,20000,3244,OX,RM,62
2,1000,3167,SCX,ISM,62
1,10000,3167,SCX,ISM,62
0,20000,3167,SCX,ISM,62
2,1000,3165,SCX,IVM,62
1,10000,3165,SCX,IVM,62
0,20000,3165,SCX,IVM,62
2,1000,3167,SCX,SM,62
1,10000,3167,SCX,SM,62
0,20000,3167,SCX,SM,62
2,1000,3066,SCX,RM,62
1,10000,3066,SCX,RM,62
0,20000,3066,SCX,RM,62
2,1000,3105,OX,ISM,63
1,10000,3100,OX,ISM,63
0,20000,3100,OX,ISM,63
2,1000,3105,OX,IVM,63
1,10000,3094,OX,IVM,63
0,20000,3083,OX,IVM,63
2,1000,3105,OX,SM,63
1,10000,3105,OX,SM,63
0,20000,3105,OX,SM,63
2,1000,3363,OX,RM,63
1,10000,3343,OX,RM,63
0,20000,3343,OX,RM,63
2,1000,3100,SCX,ISM,63
1,10000,3100,SCX,ISM,63
0,20000,3100,SCX,ISM,63
2,1000,3100,SCX,IVM,63
1,10000,3095,SCX,IVM,63
0,20000,3100,SCX,IVM,63
2,1000,3049,SCX,SM,63
1,10000,3049,SCX,SM,63
0,20000,3049,SCX,SM,63
2,1000,3232,SCX,RM,63
1,10000,3232,SCX,RM,63
0,20000,3232,SCX,RM,63
2,1000,3537,OX,ISM,64
1,10000,3481,OX,ISM,64
0,20000,3469,OX,ISM,64
2,1000,3524,OX,IVM,64
1,10000,3503,OX,IVM,64
0,20000,3493,OX,IVM,64
2,1000,3447,OX,SM,64
1,10000,3420,OX,SM,64
0,20000,3420,OX,SM,64
2,1000,3208,OX,RM,64
1,10000,3098,OX,RM,64
0,20000,3098,OX,RM,64
2,1000,3121,SCX,ISM,64
1,10000,3121,SCX,ISM,64
0,20000,3121,SCX,ISM,64
2,1000,3150,SCX,IVM,64
1,10000,3133,SCX,IVM,64
0,20000,3122,SCX,IVM,64
2,1000,3150,SCX,SM,64
1,10000,3150,SCX,SM,64
0,20000,3150,SCX,SM,64
2,1000,3221,SCX,RM,64
1,10000,3221,SCX,RM,64
0,20000,3221,SCX,RM,64
2,1000,3300,OX,ISM,65
1,10000,3269,OX,ISM,65
0,20000,3268,OX,ISM,65
2,1000,3179,OX,IVM,65
1,10000,3171,OX,IVM,65
0,20000,3163,OX,IVM,65
2,1000,3179,OX,SM,65
1,10000,3179,OX,SM,65
0,20000,3179,OX,SM,65
2,1000,3464,OX,RM,65
1,10000,3454,OX,RM,65
0,20000,3377,OX,RM,65
2,1000,3158,SCX,ISM,65
1,10000,3158,SCX,ISM,65
0,20000,3152,SCX,ISM,65
2,1000,3158,SCX,IVM,65
1,10000,3158,SCX,IVM,65
0,20000,3158,SCX,IVM,65
2,1000,3158,SCX,SM,65
1,10000,3158,SCX,SM,65
0,20000,3158,SCX,SM,65
2,1000,3073,SCX,RM,65
1,10000,3073,SCX,RM,65
0,20000,3073,SCX,RM,65
2,1000,3868,OX,ISM,66
1,10000,3868,OX,ISM,66
0,20000,3865,OX,ISM,66
2,1000,4326,OX,IVM,66
1,10000,4282,OX,IVM,66
0,20000,4171,OX,IVM,66
2,1000,4413,OX,SM,66
1,10000,4413,OX,SM,66
0,20000,4408,OX,SM,66
2,1000,3284,OX,RM,66
1,10000,3284,OX,RM,66
0,20000,3268,OX,RM,66
2,1000,3139,SCX,ISM,66
1,10000,3139,SCX,ISM,66
0,20000,3139,SCX,ISM,66
2,1000,3139,SCX,IVM,66
1,10000,3139,SCX,IVM,66
0,20000,3139,SCX,IVM,66
2,1000,3139,SCX,SM,66
1,10000,3139,SCX,SM,66
0,20000,3139,SCX,SM,66
2,1000,3132,SCX,RM,66
1,10000,3132,SCX,RM,66
0,20000,3132,SCX,RM,66
2,1000,3151,OX,ISM,67
1,10000,3046,OX,ISM,67
0,20000,3046,OX,ISM,67
2,1000,3189,OX,IVM,67
1,10000,3168,OX,IVM,67
0,20000,3155,OX,IVM,67
2,1000,3189,OX,SM,67
1,10000,3189,OX,SM,67
0,20000,3119,OX,SM,67
2,1000,3979,OX,RM,67
1,10000,3923,OX,RM,67
0,20000,3778,OX,RM,67
2,1000,3073,SCX,ISM,67
1,10000,3073,SCX,ISM,67
0,20000,3073,SCX,ISM,67
2,1000,3073,SCX,IVM,67
1,10000,3073,SCX,IVM,67
0,20000,3073,SCX,IVM,67
2,1000,3073,SCX,SM,67
1,10000,3073,SCX,SM,67
0,20000,3073,SCX,SM,67
2,1000,3096,SCX,RM,67
1,10000,3096,SCX,RM,67
0,20000,3096,SCX,RM,67
2,1000,3318,OX,ISM,68
1,10000,3312,OX,ISM,68
