iteration,best_solution,average_solution
583,26574,26585.04
584,26574,26611.82
585,26574,26611.82
586,26574,26611.82
587,26574,26611.82
588,26574,26611.82
589,26574,26611.82
590,26574,26611.82
591,26574,26611.82
592,26574,26611.82
593,26574,26611.82
594,26574,26611.82
595,26574,26611.82
596,26574,26609.3
597,26574,26609.3
598,26574,26609.3
599,26574,26609.3
600,26574,26609.3
601,26574,26704.9
602,26574,26741.36
603,26574,26741.36
604,26574,26805.56
605,26574,26805.56
606,26574,26805.56
607,26574,26805.56
608,26574,26805.56
609,26574,26826.52
610,26574,26896.82
611,26574,26801.22
612,26436,26798.46
613,26436,26798.46
614,26436,26795.7
615,26436,26795.7
616,26436,26795.7
617,26436,26800.0
618,26436,26800.0
619,26436,26800.0
620,26436,26849.4
621,26436,26728.42
622,26436,26728.42
623,26436,26728.42
624,26436,26728.42
625,26436,26719.9
626,26436,26715.6
627,26436,26720.76
628,26436,26720.76
629,26436,26720.76
630,26436,26787.84
631,26436,26787.84
632,26436,26787.84
633,26436,26761.06
634,26436,26761.06
635,26436,26761.06
636,26436,26863.9
637,26436,26796.82
638,26436,26732.62
639,26436,26730.22
640,26436,26680.82
641,26436,26680.82
642,26436,26680.82
643,26436,26678.06
644,26436,26924.18
645,26436,26924.18
646,26436,26921.42
647,26436,26921.42
648,26436,26918.66
649,26436,26918.66
650,26436,26976.4
651,26436,26976.4
652,26436,26973.64
653,26436,26970.88
654,26436,26968.12
655,26436,26968.12
656,26436,26965.36
657,26436,26962.6
658,26436,27096.46
659,26436,27093.7
660,26436,27096.46
661,26436,27093.7
662,26436,27156.4
663,26436,27153.64
664,26436,27153.64
665,26436,27156.4
666,26436,27153.64
667,26436,27156.4
668,26436,27093.7
669,26436,27090.94
670,26436,27088.18
671,26436,26844.82
672,26436,26839.3
673,26436,26702.68
674,26436,26644.94
675,26436,26642.18
676,26436,26642.18
677,26436,26681.5
678,26436,26678.74
679,26436,26830.5
680,26436,26824.98
681,26436,26822.22
682,26436,26822.22
683,26436,26812.72
684,26436,26709.88
685,26436,26772.24
686,26436,26769.48
687,26436,26724.64
688,26436,26567.36
689,26436,26505.0
690,26436,26510.52
691,26436,26518.98
692,26436,26516.22
693,26436,26516.22
694,26436,26510.7
695,26436,26510.7
696,26436,26556.22
697,26436,26556.22
698,26436,26553.46
699,26436,26550.7
700,26436,26550.7
701,26436,26550.7
702,26436,26610.06
703,26436,26604.54
704,26436,26601.78
705,26436,26599.02
706,26436,26596.26
707,26436,26651.58
708,26436,26678.6
709,26436,26715.52
710,26436,26712.76
711,26436,26712.76
712,26436,26712.76
713,26436,26698.78
714,26436,26808.22
715,26436,26755.66
716,26436,26755.66
717,26436,26805.48
718,26436,26805.48
719,26436,26805.48
720,26436,26768.56
721,26436,26768.56
722,26436,26768.56
723,26436,26768.56
724,26436,26768.56
725,26436,26768.56
726,26436,26768.56
727,26436,26768.56
728,26436,26717.52
729,26436,26794.98
730,26436,26794.98
731,26436,26853.2
732,26436,26850.44
733,26436,26847.68
734,26436,26794.62
735,26436,26794.62
736,26436,26655.4
737,26436,26655.4
738,26436,26822.62
739,26436,26822.62
740,26436,26819.86
741,26436,26819.86
742,26436,26757.74
743,26436,26757.74
744,26436,26757.74
745,26436,26749.82
746,26436,26582.6
747,26436,26582.6
748,26436,26582.6
749,26436,26579.84
750,26436,26579.84
751,26436,26577.08
752,26436,26634.0
753,26436,26634.0
754,26436,26634.0
755,26436,26634.0
756,26436,26581.42
757,26436,26501.2
758,26436,26678.86
759,26436,26678.86
760,26436,26678.86
761,26436,26621.94
762,26436,26621.94
763,26436,26621.94
764,26436,26621.94
765,26436,26621.94
766,26436,26639.82
767,26436,26639.82
768,26436,26637.06
769,26436,26637.06
770,26436,26637.06
771,26436,26733.66
772,26436,26876.16
773,26436,26876.16
774,26436,26876.16
775,26436,26876.16
776,26436,26876.16
777,26436,26876.16
778,26436,26876.16
779,26436,26876.16
780,26436,26876.16
781,26436,26876.16
782,26436,26773.26
783,26436,26894.68
784,26436,26894.68
785,26436,26894.68
786,26436,26894.68
787,26436,26894.68
788,26436,26810.36
789,26436,26810.36
790,26436,26810.36
791,26436,26810.36
792,26436,26810.36
793,26436,26810.36
794,26436,26807.6
795,26436,26807.6
796,26436,26807.6
797,26436,26683.42
798,26436,26608.66
799,26436,26608.66
800,26436,26608.66
801,26436,26608.66
802,26436,26608.66
803,26436,26608.66
